,0,1,2,3,4
0,-5.477,-4.9418,-4.875,-4.0746,-4.2561
1,-4.5958,-5.3396,-5.4399,-6.2815,-6.1023
2,-0.040326,-0.056414,-0.062051,-0.081025,-0.078242
3,-2.4936e-06,-3.4758e-06,-5.4847e-06,-8.4242e-06,-8.0834e-06
4,-6.4759e-10,-1.2639e-10,6.3383e-10,1.1221e-10,-3.061e-10
5,1.1084,1.4261,1.3874,1.5217,1.5265
6,0.019376,0.060549,0.047051,0.040522,0.041208
7,0.0076044,0.0007046,0.011786,0.011325,0.0098555
8,-3.8398e-05,0.010634,-2.9642e-05,-7.4881e-05,0.00048467
9,1.9584e-05,0.00016869,2.6721e-05,4.188e-05,6.7079e-05
10,-1.9284e-07,0.00016436,-6.3515e-07,-4.1086e-08,1.043e-06
11,,1.0359e-05,,,
12,,1.8356e-06,,,
