,0,1,2,3,4,5,6,7,8,9
0,50.9,50.088,49.737,50.094,50.405,50.396,50.253,50.383,50.664,50.394
1,-83.323,-82.159,-81.894,-82.226,-82.49,-82.475,-82.338,-82.464,-82.746,-82.48
2,-8.7891,-9.058,-8.9602,-8.9871,-9.033,-9.0392,-9.0339,-9.0374,-9.0371,-9.0329
3,-0.14978,-0.15497,-0.15251,-0.1532,-0.15212,-0.15293,-0.15346,-0.15335,-0.15317,-0.15332
4,-0.00028412,-0.00029017,-0.00028299,-0.00028476,-0.00028376,-0.0002852,-0.00028477,-0.00028518,-0.0002845,-0.00028512
5,5.3479,5.2182,5.1878,5.196,5.1923,5.1979,5.1986,5.1984,5.1978,5.1984
6,0.26558,0.2522,0.25877,0.25664,0.26223,0.25684,0.25922,0.25693,0.25674,0.25647
7,0.034793,0.043133,0.044517,0.043493,0.043245,0.042341,0.041079,0.041924,0.041941,0.041992
8,0.008004,0.00040322,0.00032871,0.00054431,0.00099332,0.0012866,0.0022627,0.0015828,0.0015756,0.0015149
9,-7.9793e-05,0.00011614,3.1755e-05,9.3997e-05,8.4076e-05,0.00011357,6.7082e-05,0.00018943,0.00015257,0.00018903
10,0.00035988,5.8022e-05,0.00015479,0.00011813,0.00018994,0.00010477,0.0001205,1.5005e-05,4.6728e-05,1.6815e-05
11,1.471e-05,4.4647e-05,2.8006e-05,2.8175e-05,2.4481e-05,2.7082e-05,2.7526e-05,2.75e-05,3.0885e-05,2.8143e-05
12,2.7348e-05,1.7276e-07,3.7382e-06,9.8099e-07,-5.1462e-07,1.3823e-06,1.4644e-06,-1.3764e-06,-2.7882e-06,-3.2224e-06
13,-1.8385e-06,,,,,,,,,
