,0,1,2,3,4
0,49.627,50.107,50.598,50.525,50.442
1,-81.935,-82.236,-82.623,-82.577,-82.503
2,-8.8003,-8.9578,-9.0875,-9.0679,-9.0588
3,-0.14643,-0.15717,-0.15427,-0.15429,-0.15211
4,-0.0002794,-0.00029095,-0.00028611,-0.000289,-0.00028059
5,5.6028,5.1428,5.1895,5.1974,5.1986
6,0.24374,0.26388,0.26397,0.26043,0.25624
7,0.015161,0.047911,0.038026,0.041676,0.042487
8,0.026647,4.7523e-05,0.0054606,0.0019178,0.0011663
9,0.00013682,1.0751e-05,2.0693e-05,0.00011987,7.7433e-05
10,0.0010767,7.1738e-05,0.00014425,7.8401e-05,0.00014394
11,0.00063238,6.4009e-07,7.9582e-06,3.1337e-05,2.8113e-05
12,-2.4533e-07,,,2.324e-07,2.8203e-06
