,0,1,2,3,4
0,159.11,162.8,162.36,161.41,161.16
1,-212.82,-216.02,-215.13,-214.43,-214.38
2,-27.79,-28.123,-28.615,-28.398,-28.23
3,-0.99984,-1.1332,-1.1406,-1.1223,-1.0888
4,-0.0089364,-0.010088,-0.01011,-0.010012,-0.009734
5,11.26,10.335,10.429,10.445,10.448
6,0.43273,0.48195,0.47984,0.47274,0.46413
7,0.06097,0.090892,0.079399,0.081297,0.081959
8,0.0066876,0.00059706,0.0044825,0.0023584,0.001054
9,0.010604,0.00061386,0.00031682,0.00041497,0.00093381
10,0.002423,-0.00011748,0.00051792,0.00088301,0.00035684
11,0.0042793,0.00022411,0.00046731,0.00026045,0.00091309
12,0.00086987,2.555e-05,4.3471e-05,5.7529e-05,7.3723e-05
13,0.0013009,2.4124e-05,7.4913e-05,6.4279e-05,1.0924e-05
14,3.3473e-05,5.5944e-07,6.3631e-06,3.7869e-06,2.5413e-06
15,6.8679e-06,,,,
