,0,1,2,3,4,5,6
0,28.339,28.416,28.641,28.651,28.637,28.679,28.436
1,-54.371,-54.607,-54.546,-54.785,-54.765,-54.791,-54.552
2,-4.6773,-4.6932,-4.9999,-4.7779,-4.7847,-4.8015,-4.7962
3,-0.039929,-0.03918,-0.046289,-0.040643,-0.040901,-0.040501,-0.041385
4,-1.4296e-05,-1.5454e-05,-1.8438e-05,-1.5465e-05,-1.5742e-05,-1.5406e-05,-1.5883e-05
5,3.683,3.8677,3.9098,3.8925,3.8972,3.8966,3.8974
6,0.09636,0.1923,0.18406,0.19714,0.19118,0.19272,0.19298
7,0.02934,0.035274,0.031342,0.033991,0.032905,0.03352,0.032238
8,3.673e-05,-0.00035693,0.0015111,0.0004505,0.00079261,0.00050765,0.0013708
9,5.0815e-06,6.1209e-05,0.00015562,0.00015264,0.00021841,0.00022099,0.00021166
10,,0.00013446,0.00010016,0.00010741,1.1286e-05,1.2945e-05,1.7039e-05
11,,3.5437e-06,1.3624e-05,4.0122e-06,5.4367e-06,7.9348e-06,1.2645e-05
12,,,-1.9237e-06,,,,-1.6363e-06
