,0,1,2,3,4,5,6
0,99.177,102.29,100.99,101.25,101.37,101.17,101.26
1,-142.25,-144.91,-143.87,-144.02,-144.15,-144.04,-144.07
2,-18.129,-18.741,-18.462,-18.562,-18.551,-18.464,-18.52
3,-0.55366,-0.56928,-0.5677,-0.56996,-0.571,-0.56221,-0.5714
4,-0.0031417,-0.0031822,-0.0031736,-0.0031998,-0.0031977,-0.0031557,-0.0032042
5,7.5911,7.7798,7.8161,7.8116,7.8171,7.8171,7.817
6,0.21538,0.38093,0.37475,0.3723,0.36897,0.36731,0.36771
7,0.061175,0.067853,0.063665,0.059674,0.059825,0.060405,0.060627
8,3.0329e-05,-4.4078e-05,0.00065126,0.0025171,0.0023101,0.0019384,0.0017953
9,-1.8043e-05,-6.7512e-05,-9.2971e-05,-3.2291e-05,-6.1081e-05,-9.0453e-05,-4.3928e-05
10,1.7636e-05,-0.00011708,0.00019035,0.00053785,0.00049185,0.00044662,0.00040421
11,-1.4583e-06,3.9542e-05,2.0812e-05,1.6319e-05,4.1137e-05,1.5823e-05,3.0913e-05
12,,1.5714e-05,3.0237e-05,2.9882e-05,-2.7165e-06,2.8633e-05,1.3365e-05
13,,4.9696e-07,-1.8327e-06,-1.8073e-06,,-1.7038e-06,-2.2416e-06
