,0,1,2,3
0,228.37,227.88,227.78,227.73
1,-293.4,-293.19,-293.01,-293.03
2,-36.407,-36.198,-36.282,-36.201
3,-1.6551,-1.6528,-1.6525,-1.6515
4,-0.019795,-0.019759,-0.01974,-0.019751
5,13.077,13.092,13.099,13.1
6,0.48871,0.54362,0.53899,0.53743
7,0.099488,0.097787,0.10027,0.10104
8,0.0035679,0.0092631,0.0072306,0.0066582
9,0.00045269,0.00033766,0.00036899,0.0003373
10,0.00087243,0.0011017,0.0011306,0.0010612
11,0.00017158,5.6012e-05,3.751e-05,5.523e-05
12,0.00013773,0.00019501,0.00014719,0.00013614
13,3.1835e-05,4.6647e-06,3.3012e-06,3.8968e-06
14,3.1562e-06,,,
