,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-3.6622,-3.3742,-3.534,-3.3965,-3.7038,-3.5987,-3.3629,-3.4273,-3.2802,-3.5565,-3.6232,-3.4222,-3.4702,-3.4012,-3.4104,-3.3844
1,-6.6344,-6.9439,-6.7875,-6.9022,-6.6173,-6.7134,-6.9462,-6.8833,-7.0257,-6.7582,-6.6927,-6.8892,-6.8428,-6.9079,-6.9012,-6.9262
2,-0.088066,-0.10447,-0.10281,-0.11223,-0.10257,-0.10873,-0.1116,-0.10941,-0.11545,-0.10555,-0.10522,-0.10884,-0.10776,-0.11173,-0.10934,-0.1101
3,-9.3865e-06,-1.6988e-05,-1.6527e-05,-2.1851e-05,-1.613e-05,-1.9291e-05,-2.017e-05,-1.8179e-05,-2.1004e-05,-1.7344e-05,-1.7723e-05,-1.833e-05,-1.7656e-05,-1.9032e-05,-1.8798e-05,-1.8603e-05
4,-2.4548e-10,-7.4897e-10,1.3002e-09,-1.1212e-10,-6.2411e-10,1.4589e-10,3.5277e-10,-3.0434e-10,6.0334e-10,-9.7174e-11,-3.9228e-10,4.9016e-10,2.9985e-10,-3.4748e-10,6.0999e-10,-4.6219e-10
5,1.4623,1.6902,1.6817,1.6642,1.6745,1.6787,1.6792,1.6758,1.6771,1.6764,1.6787,1.6781,1.6773,1.677,1.6774,1.6773
6,0.023527,0.035015,0.03618,0.028333,0.027254,0.028032,0.029314,0.029409,0.028126,0.028177,0.028531,0.028365,0.02867,0.028666,0.02844,0.028606
7,0.0075357,0.0059439,0.0093908,0.0098492,0.0092502,0.0088411,0.0083134,0.0090222,0.0092594,0.0092015,0.0085628,0.0085584,0.0089417,0.0090959,0.0088792,0.0089381
8,1.222e-05,0.0041215,0.00086342,-4.3658e-05,4.2806e-05,0.00037387,0.00080996,0.00033351,0.00013759,0.00016163,0.00058867,0.00055635,0.0003263,0.00025106,0.00037098,0.00033134
9,5.6787e-05,0.00019164,8.4965e-05,4.5365e-05,6.808e-05,5.7171e-05,0.00010088,6.3617e-05,7.0849e-05,7.2407e-05,6.2616e-05,5.9802e-05,6.2818e-05,7.1843e-05,5.8602e-05,6.3174e-05
10,4.432e-07,7.1489e-05,3.586e-06,-3.6892e-07,5.4018e-07,2.7092e-06,1.4352e-06,3.8689e-06,1.2097e-06,1.8202e-06,2.0412e-06,2.5304e-06,2.5134e-06,1.882e-06,2.1139e-06,2.4043e-06
11,,1.8693e-07,,,,,,,,,,,,,,
