,0,1,2,3,4,5,6,7,8,9
0,49.798,49.59,50.426,50.008,50.599,50.12,50.371,50.313,50.391,50.455
1,-82.048,-81.929,-82.615,-82.174,-82.679,-82.272,-82.429,-82.438,-82.446,-82.52
2,-8.9095,-8.8003,-8.9242,-8.9509,-9.0362,-8.9675,-9.0596,-8.9948,-9.0633,-9.0528
3,-0.14719,-0.14578,-0.14985,-0.15314,-0.15264,-0.15142,-0.15465,-0.15188,-0.1547,-0.15397
4,-0.00027523,-0.00026908,-0.0002771,-0.00028595,-0.00028311,-0.00028233,-0.00028846,-0.00028172,-0.00028747,-0.00028591
5,5.287,5.1735,5.1851,5.1957,5.1946,5.1966,5.1984,5.1983,5.1987,5.1985
6,0.28428,0.26489,0.2528,0.25922,0.25957,0.25725,0.25585,0.25618,0.25656,0.25666
7,0.036816,0.047474,0.042221,0.038657,0.041044,0.042809,0.042105,0.041716,0.041786,0.041986
8,0.0098861,-0.00041053,0.00087618,0.0041854,0.0023897,0.00096116,0.0014442,0.0017185,0.0016494,0.0015373
9,-6.3966e-05,9.9357e-06,5.8767e-05,0.00016975,5.7544e-05,0.00010105,6.053e-05,0.00014995,0.00017235,0.00015248
10,0.00031164,,0.00016017,2.6877e-05,0.00013191,0.000138,0.00015414,4.6747e-05,3.11e-05,5.5375e-05
11,5.7342e-05,,3.2229e-05,5.6216e-06,2.4046e-05,2.7325e-05,2.2891e-05,2.8412e-05,2.7964e-05,2.7756e-05
12,5.448e-06,,4.7548e-07,,2.1693e-06,9.0228e-07,4.0963e-06,-1.2509e-08,-7.4669e-08,1.4155e-07
