,0,1,2,3,4,5,6
0,31.161,28.646,28.556,28.363,28.523,28.444,28.567
1,-56.236,-54.92,-54.632,-54.541,-54.614,-54.592,-54.69
2,-5.212,-4.5966,-4.8318,-4.7323,-4.8219,-4.7654,-4.7904
3,-0.052046,-0.034901,-0.042097,-0.040035,-0.041927,-0.040375,-0.041173
4,-2.0854e-05,-1.2938e-05,-1.5905e-05,-1.5219e-05,-1.5941e-05,-1.5462e-05,-1.5818e-05
5,3.3271,3.7803,3.9046,3.8904,3.8984,3.8954,3.8973
6,0.057439,0.21455,0.18713,0.19843,0.19302,0.19322,0.19307
7,0.021453,0.039209,0.035063,0.030657,0.03207,0.03288,0.032304
8,-3.4487e-05,0.00024671,-0.00036545,0.0031663,0.0013719,0.00089854,0.0013499
9,-5.033e-05,6.5882e-05,0.00016845,7.6776e-05,0.00014964,0.00018243,0.00018581
10,8.4969e-05,3.0429e-05,2.0615e-05,0.00013529,9.0596e-05,4.3256e-05,3.5673e-05
11,1.6126e-05,7.6602e-07,3.7303e-06,1.1755e-05,1.4981e-05,1.0742e-05,1.2954e-05
12,5.3733e-08,,,-1.8937e-06,-1.8636e-06,-1.5753e-06,-1.509e-06
