,0,1
0,120.42,119.99
1,-260.71,-260.24
2,-10.347,-10.354
3,-0.066277,-0.066019
4,-0.00031844,-0.00031595
5,5.3961,5.4055
6,2.1632,2.1283
7,0.013203,0.0046918
8,0.0006749,0.0083048
9,-2.3918e-05,-4.8754e-05
10,3.887e-06,9.2284e-06
