,0,1,2,3,4,5,6,7,8,9
0,45.073,43.825,44.073,44.407,44.256,44.447,43.965,43.963,44.248,43.994
1,-70.486,-69.277,-69.482,-69.828,-69.663,-69.86,-69.397,-69.388,-69.666,-69.422
2,-1.9891,-1.9532,-1.9802,-1.9725,-1.9835,-1.9805,-1.9626,-1.9713,-1.9752,-1.9645
3,-0.0015288,-0.001472,-0.0015398,-0.0015281,-0.0015592,-0.001569,-0.0015358,-0.0015405,-0.0015456,-0.0015277
4,-2.1575e-07,-2.0342e-07,-2.0957e-07,-2.0831e-07,-2.127e-07,-2.1572e-07,-2.1083e-07,-2.1085e-07,-2.1433e-07,-2.0944e-07
5,0.96049,0.98283,0.98291,0.98994,0.98814,0.98225,0.98374,0.98381,0.98217,0.9829
6,0.39102,0.40171,0.4,0.37997,0.38525,0.38509,0.38378,0.38729,0.38905,0.38642
7,0.0024358,0.0014331,0.0021079,-0.0003477,-0.0011769,0.0027513,0.0025611,0.0018673,0.0015199,0.0016578
8,0.00044963,0.0015444,0.00075511,0.0040694,0.0042169,0.0001389,0.00035279,0.0010302,0.0013379,0.0011491
9,-1.0359e-06,-4.2529e-06,-5.336e-06,4.9168e-06,-7.9379e-06,4.6367e-06,2.4876e-06,-3.3263e-07,-1.8156e-06,1.8748e-06
