,0,1
0,120.3,120.31
1,-260.69,-260.66
2,-10.384,-10.401
3,-0.06673,-0.066535
4,-0.00031839,-0.00031873
5,5.325,5.3308
6,2.1179,2.1036
7,0.004393,0.0040927
8,0.0086868,0.0089263
9,-4.5594e-05,-5.269e-05
10,6.8307e-06,1.0692e-05
11,,1.257e-06
