,0,1,2
0,92.783,93.986,94.123
1,-182.36,-183.49,-183.66
2,-6.2685,-6.3478,-6.3152
3,-0.026542,-0.027069,-0.026924
4,-0.00013877,-0.00014022,-0.00013945
5,3.4191,3.4397,3.4465
6,1.3179,1.3495,1.3529
7,0.0092575,0.0054778,-0.00078736
8,3.9888e-06,0.0010702,0.0074643
9,-1.1441e-05,4.766e-06,-7.1685e-05
10,-6.558e-07,,1.2348e-05
11,,,-2.5016e-06
