,0,1,2,3,4,5,6
0,472.45,473.01,472.72,471.67,471.85,471.16,471.34
1,-430.74,-432.08,-431.42,-430.88,-431.08,-430.6,-430.71
2,-67.341,-66.637,-66.984,-66.489,-66.474,-66.272,-66.346
3,-1.8032,-1.7937,-1.8143,-1.7944,-1.788,-1.7827,-1.7847
4,-0.0041107,-0.0041511,-0.0042168,-0.0041465,-0.0041183,-0.0041061,-0.0041091
5,3.1745,3.1269,3.1433,3.1418,3.1457,3.1482,3.1472
6,1.9575,1.9887,1.97,1.9686,1.9646,1.9624,1.9634
7,0.06844,0.057774,0.062736,0.062599,0.061976,0.062326,0.062288
8,0.0080002,0.012212,0.0099326,0.010021,0.010231,0.010065,0.010096
9,-7.8449e-05,-3.1597e-05,-5.483e-05,-5.4832e-05,-4.9725e-05,-5.086e-05,-5.0489e-05
10,6.762e-06,2.2081e-07,8.5844e-07,1.4771e-06,5.9544e-07,4.9615e-07,5.9533e-07
