,0,1,2,3,4
0,638.38,637.87,641.9,641.88,642.26
1,-585.94,-584.71,-587.73,-587.91,-588.26
2,-85.763,-86.972,-87.928,-87.722,-87.779
3,-2.8496,-2.8453,-2.8895,-2.9046,-2.8775
4,-0.008683,-0.0085538,-0.0088061,-0.0089108,-0.0087448
5,3.8552,4.2948,4.2183,4.2508,4.2419
6,2.9621,2.5091,2.5853,2.5648,2.5767
7,0.060188,0.084543,0.076117,0.078556,0.079116
8,0.024144,0.012045,0.015816,0.014703,0.014381
9,-7.751e-05,-7.8689e-05,-9.4224e-05,-9.0511e-05,-9.7327e-05
10,-5.8398e-06,-2.7382e-05,-2.5682e-06,-7.2164e-06,-2.111e-06
11,6.6094e-06,-1.0878e-07,,,
