,0,1,2
0,470.67,470.64,471.74
1,-430.25,-430.29,-431.07
2,-66.128,-66.049,-66.379
3,-1.7825,-1.7893,-1.7902
4,-0.0040848,-0.00417,-0.0041269
5,3.1625,3.1239,3.1468
6,1.9987,1.9763,1.9617
7,0.07535,0.060486,0.06291
8,0.0044004,0.011034,0.0098943
9,-0.00015127,-5.3166e-05,-5.7839e-05
10,-9.0095e-06,2.3895e-06,1.398e-06
