,0,1,2,3,4,5,6
0,196.22,197.3,195.88,195.89,195.98,195.6,195.54
1,-188.66,-189.73,-188.53,-188.62,-188.71,-188.37,-188.29
2,-20.878,-21.09,-20.891,-20.805,-20.809,-20.771,-20.788
3,-0.21689,-0.21614,-0.2103,-0.2091,-0.20855,-0.20801,-0.20866
4,-0.00010501,-0.00010824,-0.00010207,-0.00010212,-0.00010162,-0.00010131,-0.00010174
5,1.6086,1.5779,1.5535,1.5516,1.5584,1.5596,1.5589
6,0.92112,0.96766,0.99782,0.99783,0.99351,0.99388,0.99498
7,0.034627,0.036549,0.031485,0.032181,0.033055,0.0336,0.033466
8,0.0041314,0.0032022,0.0054862,0.0052669,0.0048579,0.0046044,0.0046773
9,4.3093e-06,1.3668e-06,2.299e-05,9.3648e-06,8.0753e-06,6.8499e-06,6.5011e-06
10,,,1.983e-06,,,,
