,0,1,2,3,4,5,6,7,8,9
0,290.57,292.77,290.92,289.43,290.18,290.88,290.69,290.71,290.9,290.77
1,-271.81,-273.53,-272.14,-270.96,-271.5,-272.0,-271.84,-271.95,-272.07,-271.98
2,-36.505,-36.974,-36.528,-36.214,-36.427,-36.621,-36.584,-36.498,-36.571,-36.538
3,-0.59208,-0.59827,-0.58655,-0.58254,-0.58803,-0.59338,-0.59439,-0.59026,-0.59293,-0.59114
4,-0.00063372,-0.0006535,-0.00064165,-0.00063265,-0.00064505,-0.00065149,-0.0006541,-0.00064614,-0.00065165,-0.00064828
5,2.0343,2.0706,2.0814,2.085,2.0804,2.0829,2.0835,2.0846,2.0839,2.0839
6,1.3552,1.3376,1.3228,1.3219,1.3241,1.3223,1.3208,1.32,1.3206,1.3207
7,0.039195,0.040999,0.044254,0.044716,0.044607,0.044111,0.044109,0.044405,0.044431,0.0443
8,0.0087154,0.0078188,0.006478,0.006253,0.0062782,0.006406,0.0064483,0.0062955,0.0063209,0.0063462
9,5.914e-06,4.8065e-06,-1.4985e-05,-1.5203e-05,-1.2621e-05,-7.7698e-06,-1.11e-05,-1.0228e-05,-1.1932e-05,-9.7632e-06
10,,,2.3441e-06,2.2956e-06,2.3011e-06,1.7195e-06,2.0836e-06,2.5689e-06,2.8879e-06,2.586e-06
