,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,181.18,187.19,182.6,186.08,183.92,182.4,182.19,182.88,184.21,182.45,183.16,182.46,183.5,182.8,182.82,182.3,183.35,182.2,182.69,182.51,183.24,183.13,182.93,182.99,182.65,183.58,182.94,182.68,183.04,183.04,182.88,182.95,182.95,183.11,182.66,182.87,182.91,183.03,183.03,182.79,182.95,182.75,182.89,182.86,182.78,182.76,182.68,183.0
1,-181.39,-186.7,-182.41,-185.76,-183.91,-181.9,-181.91,-182.73,-183.76,-182.25,-182.95,-182.2,-183.21,-182.59,-182.52,-182.12,-183.13,-182.03,-182.4,-182.33,-182.98,-182.88,-182.7,-182.71,-182.45,-183.25,-182.66,-182.48,-182.82,-182.82,-182.63,-182.69,-182.69,-182.89,-182.44,-182.62,-182.65,-182.79,-182.79,-182.55,-182.71,-182.53,-182.65,-182.63,-182.55,-182.52,-182.45,-182.75
2,-7.1354,-7.2404,-7.1678,-7.6187,-7.196,-7.5235,-7.4338,-7.2162,-7.5999,-7.3056,-7.3104,-7.3611,-7.3902,-7.3074,-7.395,-7.2811,-7.3304,-7.2743,-7.3888,-7.278,-7.3687,-7.3499,-7.3297,-7.3856,-7.3055,-7.4383,-7.3843,-7.3082,-7.3294,-7.3294,-7.3519,-7.3675,-7.3675,-7.3279,-7.3264,-7.3521,-7.3698,-7.3526,-7.3526,-7.3476,-7.3552,-7.3258,-7.3464,-7.3434,-7.3377,-7.3455,-7.3367,-7.3575
3,-0.065607,-0.066057,-0.066702,-0.074614,-0.068131,-0.076978,-0.074107,-0.068215,-0.075009,-0.069882,-0.069157,-0.071415,-0.071806,-0.069586,-0.071618,-0.069709,-0.070438,-0.069891,-0.071305,-0.069883,-0.070857,-0.071085,-0.070506,-0.071471,-0.070241,-0.071959,-0.071431,-0.070384,-0.070733,-0.070733,-0.071096,-0.07128,-0.07128,-0.070616,-0.070702,-0.070813,-0.071301,-0.070956,-0.070956,-0.070959,-0.071094,-0.070513,-0.070864,-0.070905,-0.070846,-0.070835,-0.070822,-0.071076
4,-0.00059786,-0.00056598,-0.00055482,-0.00061042,-0.00057481,-0.00060156,-0.00060593,-0.00057506,-0.00060887,-0.00058748,-0.0005823,-0.00059766,-0.00059973,-0.00058949,-0.00059075,-0.00058094,-0.00058846,-0.00058523,-0.00059323,-0.00058423,-0.00058978,-0.00058955,-0.00059122,-0.00059476,-0.00058768,-0.00059912,-0.00059349,-0.00058955,-0.00059021,-0.00059021,-0.00059313,-0.00059345,-0.00059345,-0.00059014,-0.0005907,-0.00059152,-0.00059288,-0.00059257,-0.00059257,-0.00059103,-0.00059256,-0.00058836,-0.00059123,-0.00059153,-0.0005901,-0.00059008,-0.00058985,-0.00059255
5,-0.0060695,-0.0067396,-0.0061011,-0.0058637,-0.0059067,-0.0061385,-0.0061573,-0.0060664,-0.0057979,-0.0059692,-0.0059993,-0.006021,-0.0060424,-0.0060254,-0.0060099,-0.0060275,-0.0060097,-0.0060014,-0.0060195,-0.0060145,-0.0059879,-0.0060278,-0.0060134,-0.0060061,-0.0060136,-0.0060143,-0.0060242,-0.0060013,-0.0059958,-0.0059958,-0.0060026,-0.006004,-0.006004,-0.006009,-0.0060078,-0.0060057,-0.0060044,-0.0060148,-0.0060148,-0.0060078,-0.0060109,-0.0060096,-0.0060137,-0.0060085,-0.0060106,-0.0060092,-0.0060089,-0.0060091
6,-0.0048677,-0.005145,-0.0046233,-0.0045695,-0.0046193,-0.0047653,-0.0047826,-0.004704,-0.0045067,-0.0046417,-0.0046594,-0.0046745,-0.0046848,-0.0046726,-0.0046654,-0.0046796,-0.0046627,-0.0046555,-0.0046701,-0.0046652,-0.0046461,-0.0046792,-0.004667,-0.0046674,-0.004669,-0.0046711,-0.0046718,-0.0046589,-0.0046585,-0.0046585,-0.0046594,-0.0046603,-0.0046603,-0.0046633,-0.0046628,-0.0046635,-0.0046604,-0.0046687,-0.0046687,-0.004662,-0.0046639,-0.0046661,-0.0046667,-0.0046629,-0.0046657,-0.0046632,-0.0046631,-0.0046651
7,-1.4115e-05,9.8137e-06,1.6016e-05,2.1496e-05,2.3325e-05,2.6636e-05,2.7409e-05,2.5634e-05,2.4494e-05,2.603e-05,2.4859e-05,2.5739e-05,2.5065e-05,2.4774e-05,2.5037e-05,2.5707e-05,2.4851e-05,2.4927e-05,2.489e-05,2.4991e-05,2.4785e-05,2.544e-05,2.5138e-05,2.5753e-05,2.5304e-05,2.5482e-05,2.4764e-05,2.5196e-05,2.5662e-05,2.5662e-05,2.5135e-05,2.5134e-05,2.5134e-05,2.4867e-05,2.5103e-05,2.5417e-05,2.5152e-05,2.5268e-05,2.5268e-05,2.4993e-05,2.4972e-05,2.539e-05,2.5074e-05,2.5066e-05,2.5241e-05,2.5072e-05,2.502e-05,2.5336e-05
8,-1.315e-05,-1.2502e-05,-1.1328e-05,-1.1083e-05,-1.0106e-05,-1.051e-05,-1.0336e-05,-1.0415e-05,-1.0034e-05,-1.0142e-05,-1.0462e-05,-1.0286e-05,-1.0453e-05,-1.0441e-05,-1.0366e-05,-1.034e-05,-1.0424e-05,-1.0399e-05,-1.0456e-05,-1.041e-05,-1.043e-05,-1.0372e-05,-1.0375e-05,-1.0275e-05,-1.0377e-05,-1.0337e-05,-1.0476e-05,-1.0356e-05,-1.0287e-05,-1.0287e-05,-1.0376e-05,-1.0389e-05,-1.0389e-05,-1.0422e-05,-1.0383e-05,-1.0346e-05,-1.0375e-05,-1.0371e-05,-1.0371e-05,-1.0415e-05,-1.0411e-05,-1.0363e-05,-1.0413e-05,-1.04e-05,-1.0374e-05,-1.0401e-05,-1.0399e-05,-1.0345e-05
9,3.3488e-06,3.1871e-06,3.3432e-06,3.2747e-06,3.3587e-06,3.3759e-06,3.3886e-06,3.3601e-06,3.4221e-06,3.4475e-06,3.3216e-06,3.3051e-06,3.2723e-06,3.253e-06,3.3287e-06,3.3511e-06,3.2612e-06,3.2654e-06,3.2797e-06,3.2715e-06,3.2699e-06,3.2974e-06,3.2906e-06,3.3599e-06,3.3123e-06,3.3258e-06,3.2691e-06,3.3178e-06,3.3421e-06,3.3421e-06,3.3068e-06,3.305e-06,3.305e-06,3.276e-06,3.2971e-06,3.3401e-06,3.2905e-06,3.2981e-06,3.2981e-06,3.2848e-06,3.2678e-06,3.3134e-06,3.2927e-06,3.2902e-06,3.3087e-06,3.2856e-06,3.288e-06,3.3151e-06
