1	-1.1469930909090909
2	-1.0166098181818182
3	-1.0014640000000001
3	-0.9752491818181818
4	-1.039033
6	-1.0305455454545454
6	-1.0305455454545454
9	-1.0324977272727274
9	-1.0324977272727274
12	-1.0265760909090909
12	-1.0265760909090909
15	-1.0309805454545453
20	-1.0254301818181817
24	-1.0263625454545453
25	-1.027744
30	-1.0273057272727273
36	-1.0272132727272727
42	-1.0282995454545454
49	-1.0272722727272727
57	-1.0266078181818181
61	-1.0275859999999999
68	-1.0271682727272728
85	-1.0272367272727274
88	-1.0271755454545455
107	-1.0273921818181817
114	-1.027136
126	-1.0270474545454547
132	-1.027060181818182
154	-1.027287090909091
166	-1.0271982727272728
179	-1.0273126363636365
196	-1.027098909090909
209	-1.0271103636363637
253	-1.026998090909091
253	-1.026998090909091
300	-1.027185090909091
324	-1.027007090909091
340	-1.0270556363636365
374	-1.0271124545454546
374	-1.0271124545454546
408	-1.027134818181818
450	-1.027145090909091
500	-1.0271301818181817
500	-1.0271301818181817
550	-1.0270823636363635
600	-1.027152909090909
630	-1.0271599090909092
630	-1.0271599090909092
