,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,222.0,226.47,225.27,228.37,229.52,225.83,225.83,223.04,223.04,227.27,227.27,225.92,224.41,225.65,226.42,225.32,226.21,226.04,224.7,225.86,225.55,225.56,225.56,225.17,225.04,225.34,224.9,224.49,225.57,225.42,225.08,225.91,225.08,225.15,225.15,225.03,225.22,225.36,225.24,225.24,225.16,225.24,225.51,225.51,224.89,225.47,225.2,225.2
1,-225.66,-228.78,-227.34,-230.13,-231.39,-228.24,-228.24,-225.45,-225.45,-229.51,-229.51,-228.32,-227.02,-228.01,-228.73,-227.65,-228.42,-228.28,-227.15,-228.13,-227.94,-227.91,-227.89,-227.57,-227.42,-227.83,-227.35,-226.86,-227.9,-227.82,-227.52,-228.25,-227.51,-227.56,-227.56,-227.43,-227.62,-227.79,-227.66,-227.66,-227.55,-227.6,-227.92,-227.92,-227.31,-227.85,-227.61,-227.61
2,-8.8,-8.7265,-8.7969,-8.8175,-9.3949,-8.7769,-8.7769,-8.8003,-8.8003,-8.899,-8.899,-8.7906,-8.5249,-8.7686,-8.8459,-8.8066,-8.9301,-8.9138,-8.7053,-8.8695,-8.7625,-8.7959,-8.8132,-8.7432,-8.7702,-8.6569,-8.693,-8.7747,-8.8141,-8.7517,-8.7129,-8.8012,-8.7167,-8.7345,-8.7345,-8.7465,-8.7492,-8.7166,-8.7333,-8.7333,-8.7516,-8.778,-8.7403,-8.7403,-8.7334,-8.766,-8.737,-8.737
3,-0.13297,-0.13239,-0.13406,-0.13311,-0.14495,-0.13477,-0.13477,-0.13311,-0.13311,-0.13327,-0.13327,-0.13425,-0.12962,-0.13673,-0.1354,-0.134,-0.13677,-0.13505,-0.13264,-0.13494,-0.13354,-0.13242,-0.1336,-0.13241,-0.13333,-0.13,-0.13103,-0.13264,-0.13477,-0.13274,-0.12999,-0.13335,-0.131,-0.13242,-0.13242,-0.13173,-0.13195,-0.1311,-0.1327,-0.1327,-0.13236,-0.13243,-0.13231,-0.13231,-0.13211,-0.13284,-0.13232,-0.13232
4,-0.0029934,-0.0027757,-0.0033346,-0.0032216,-0.0035154,-0.0032324,-0.0032324,-0.0031215,-0.0031215,-0.0031309,-0.0031309,-0.0031832,-0.003102,-0.0032507,-0.0031453,-0.0031871,-0.0031846,-0.0031446,-0.0031517,-0.0032162,-0.003083,-0.0030784,-0.0031089,-0.0031315,-0.0031335,-0.0030579,-0.0031022,-0.0030712,-0.0031709,-0.0031001,-0.003001,-0.0031295,-0.0030531,-0.0031047,-0.0031047,-0.0030768,-0.0031072,-0.0030596,-0.0031048,-0.0031048,-0.0031166,-0.0031004,-0.0031052,-0.0031052,-0.0030819,-0.0031126,-0.0031068,-0.0031068
5,-0.0097587,-0.0098944,-0.010646,-0.01059,-0.0095821,-0.0098066,-0.0098066,-0.0095856,-0.0095856,-0.0097227,-0.0097227,-0.0096769,-0.00974,-0.0097606,-0.0097689,-0.0097686,-0.0096889,-0.0097193,-0.0097492,-0.009738,-0.0097284,-0.0097316,-0.0097521,-0.0097453,-0.0097132,-0.0097089,-0.0097207,-0.0097377,-0.009717,-0.0097292,-0.0097207,-0.0097204,-0.0097319,-0.0097448,-0.0097448,-0.0097167,-0.0097302,-0.0097251,-0.0097283,-0.0097283,-0.0097273,-0.0097284,-0.0097266,-0.0097266,-0.0097286,-0.0097318,-0.0097275,-0.0097275
6,-0.00765,-0.0071358,-0.0077782,-0.0076744,-0.006941,-0.0071426,-0.0071426,-0.0070091,-0.0070091,-0.0070983,-0.0070983,-0.0070763,-0.0071141,-0.0071486,-0.0071425,-0.0071209,-0.0070684,-0.0070761,-0.0071177,-0.0071182,-0.0071003,-0.0071068,-0.0071127,-0.0071136,-0.0070975,-0.007092,-0.0070976,-0.0070982,-0.0070846,-0.007102,-0.0071039,-0.0070941,-0.0071088,-0.0071069,-0.0071069,-0.0071016,-0.0071033,-0.0071026,-0.0071061,-0.0071061,-0.0071047,-0.0071045,-0.0071052,-0.0071052,-0.0071049,-0.0071061,-0.0071039,-0.0071039
7,-6.6412e-05,-2.5252e-05,5.5827e-06,7.8977e-06,2.5967e-05,3.3863e-05,3.3863e-05,3.0845e-05,3.0845e-05,3.0353e-05,3.0353e-05,3.2617e-05,3.0919e-05,3.1116e-05,3.2209e-05,3.1462e-05,3.0921e-05,3.0155e-05,3.114e-05,3.2655e-05,3.1963e-05,3.1772e-05,3.2659e-05,3.1484e-05,3.1858e-05,3.1568e-05,3.0686e-05,3.16e-05,3.0976e-05,3.1816e-05,3.1741e-05,3.123e-05,3.1503e-05,3.1445e-05,3.1445e-05,3.1953e-05,3.1436e-05,3.1809e-05,3.2341e-05,3.2341e-05,3.2276e-05,3.1898e-05,3.2507e-05,3.2507e-05,3.22e-05,3.2234e-05,3.2068e-05,3.2068e-05
8,-2.4377e-05,4.0449e-05,2.6407e-05,1.234e-05,-1.3644e-05,-1.9176e-05,-1.9176e-05,-1.8475e-05,-1.8475e-05,-1.8318e-05,-1.8318e-05,-1.9102e-05,-1.8048e-05,-1.9524e-05,-1.9546e-05,-1.991e-05,-1.9857e-05,-1.8789e-05,-1.9778e-05,-1.9524e-05,-1.9345e-05,-1.9641e-05,-1.9789e-05,-1.9698e-05,-1.9532e-05,-1.9385e-05,-1.9734e-05,-1.989e-05,-1.9869e-05,-1.968e-05,-1.9582e-05,-1.973e-05,-1.9577e-05,-1.9751e-05,-1.9751e-05,-1.9558e-05,-1.9583e-05,-1.9615e-05,-1.9637e-05,-1.9637e-05,-1.9662e-05,-1.9654e-05,-1.968e-05,-1.968e-05,-1.9674e-05,-1.9691e-05,-1.9705e-05,-1.9705e-05
9,3.9553e-06,-1.2991e-05,-1.1751e-05,-1.2689e-05,-4.8335e-06,1.126e-07,1.126e-07,1.027e-08,1.027e-08,-6.2899e-07,-6.2899e-07,5.1789e-07,-7.9933e-07,7.8209e-07,8.9879e-07,2.8028e-06,2.0553e-06,-3.8133e-07,2.0909e-06,1.369e-06,2.1908e-07,2.5907e-06,2.0039e-06,1.6271e-06,3.0032e-06,5.3903e-07,2.6131e-06,3.3605e-06,1.7431e-06,3.8666e-06,1.6681e-06,1.934e-06,1.0706e-06,2.9711e-06,2.9711e-06,2.1802e-06,9.6535e-07,1.7831e-06,2.7041e-06,2.7041e-06,3.1943e-06,4.0289e-06,2.506e-06,2.506e-06,3.8328e-06,2.2845e-06,3.0751e-06,3.0751e-06
