,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,122.14,124.15,122.65,120.57,121.96,125.09,125.46,125.77,125.3,124.68,124.59,124.36,125.72,124.2,125.2,124.13,124.37,125.3,124.54,124.98,124.99,125.41,124.76,125.17,125.04,125.14,125.14,124.93,125.05,125.05,124.94,124.94,124.8,124.82,124.84,124.84,125.04
1,-167.88,-170.59,-169.5,-167.22,-168.5,-171.51,-171.92,-172.16,-171.64,-171.21,-171.05,-170.78,-172.12,-170.68,-171.71,-170.6,-170.82,-171.68,-171.01,-171.41,-171.43,-171.82,-171.2,-171.58,-171.47,-171.55,-171.55,-171.35,-171.46,-171.46,-171.37,-171.37,-171.22,-171.25,-171.26,-171.26,-171.46
2,-5.9154,-5.4592,-5.8169,-5.7856,-5.9706,-6.1074,-6.0603,-6.1321,-6.1701,-6.0076,-6.0506,-6.0992,-6.1177,-6.0398,-6.0236,-6.0502,-6.0739,-6.1408,-6.0498,-6.0922,-6.0853,-6.1115,-6.0791,-6.1157,-6.0966,-6.1121,-6.1121,-6.1013,-6.1163,-6.1163,-6.0969,-6.0969,-6.1051,-6.0913,-6.1074,-6.1074,-6.0978
3,-0.025498,-0.022242,-0.037718,-0.032875,-0.037069,-0.031704,-0.031057,-0.030246,-0.031643,-0.028738,-0.029477,-0.029651,-0.031866,-0.028687,-0.030142,-0.031348,-0.03059,-0.030563,-0.030756,-0.031713,-0.030772,-0.031748,-0.029899,-0.030554,-0.03089,-0.030863,-0.030863,-0.030863,-0.031129,-0.031129,-0.030876,-0.030876,-0.031042,-0.030906,-0.030782,-0.030782,-0.030872
4,-0.00028432,-0.00025425,-0.00046126,-0.0003874,-0.00044167,-0.0003596,-0.0003563,-0.00034752,-0.00037278,-0.00032031,-0.00032776,-0.00033906,-0.00036536,-0.00032047,-0.00033818,-0.0003631,-0.00034495,-0.00034515,-0.00034861,-0.00036365,-0.00035293,-0.00036662,-0.00034016,-0.00034389,-0.00035091,-0.00035135,-0.00035135,-0.00035051,-0.00035415,-0.00035415,-0.00035397,-0.00035397,-0.00035541,-0.00035036,-0.00034975,-0.00034975,-0.00035211
5,1.9462,2.3724,2.1742,2.2013,2.2155,2.1678,2.211,2.2042,2.2131,2.2075,2.1834,2.2123,2.1852,2.1944,2.1961,2.1884,2.1939,2.1932,2.194,2.1893,2.1913,2.1904,2.1917,2.1917,2.1909,2.1942,2.1942,2.1938,2.1938,2.1938,2.1936,2.1936,2.1935,2.1941,2.1942,2.1942,2.1942
6,0.75108,0.80749,0.76648,0.66545,0.76037,0.71555,0.73086,0.7068,0.69238,0.72426,0.7235,0.69813,0.7234,0.71217,0.71869,0.72277,0.7196,0.71734,0.71933,0.72178,0.72023,0.72211,0.72075,0.72142,0.72205,0.71839,0.71839,0.71884,0.71908,0.71908,0.71962,0.71962,0.71971,0.71917,0.71876,0.71876,0.71862
7,0.0082877,0.0059188,0.010706,0.011554,0.0088952,0.0060812,0.008229,0.0082584,0.011662,0.0094211,0.010055,0.009644,0.0091904,0.011108,0.01002,0.0096451,0.009413,0.010392,0.0097794,0.009532,0.0099686,0.0096399,0.0095405,0.0095828,0.0094423,0.0096279,0.0096279,0.0097243,0.009799,0.009799,0.009809,0.009809,0.0097458,0.009729,0.0097193,0.0097193,0.0098017
8,0.0014398,0.013184,0.0010062,0.0011021,0.0024149,0.005028,0.0023789,0.0020422,0.0011559,0.0013338,0.00098501,0.0010262,0.0015024,0.00064925,0.0010023,0.0011202,0.0012743,0.00080843,0.0010347,0.0011535,0.00095845,0.0011013,0.0011665,0.0011485,0.001208,0.0011211,0.0011211,0.0010572,0.0010244,0.0010244,0.0010152,0.0010152,0.0010388,0.0010463,0.0010503,0.0010503,0.0010144
9,-4.4696e-05,0.00031188,-2.0939e-05,-1.5739e-05,-3.3151e-05,-6.5013e-05,-3.9543e-05,-3.0713e-05,-3.8534e-05,-3.0998e-05,-1.5872e-05,-4.0626e-05,-3.0841e-05,-3.1899e-05,-4.2767e-05,-2.7151e-05,-3.0187e-05,-3.5696e-05,-2.2441e-05,-1.4414e-05,-2.641e-05,-2.1765e-05,-2.0872e-05,-2.1479e-05,-1.3952e-05,-2.9259e-05,-2.9259e-05,-2.4557e-05,-2.259e-05,-2.259e-05,-2.2084e-05,-2.2084e-05,-2.0693e-05,-2.0112e-05,-2.1752e-05,-2.1752e-05,-2.2253e-05
10,-2.5722e-06,2.403e-07,1.954e-06,-1.6006e-05,-4.1158e-06,5.1875e-06,-5.592e-06,-9.0864e-06,-4.4692e-07,-7.8974e-07,2.9049e-07,-6.7362e-07,-1.2543e-08,3.774e-07,-4.6532e-07,1.1279e-06,-1.582e-07,-3.6163e-07,-7.8114e-07,-5.4388e-07,-1.5285e-07,9.5649e-07,1.4758e-06,1.1474e-08,-1.5051e-07,8.9592e-07,8.9592e-07,7.6567e-08,6.839e-07,6.839e-07,4.3511e-07,4.3511e-07,-5.4887e-07,-2.4904e-07,8.8524e-07,8.8524e-07,-7.4441e-07
11,,1.4134e-05,,-7.0736e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,4.4005e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
