,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1015.9,972.85,989.32,989.6,970.48,970.48,983.87,981.06,976.59,984.45,985.63,986.4,984.63,982.45,976.49,976.12,987.05,982.7,981.54,983.14,982.26,982.26,983.49,980.39,981.28,979.97,980.52,981.45,979.02,980.73,979.77,982.16,983.17,981.17,981.03,981.04
1,-1076.1,-1031.2,-1044.9,-1046.1,-1027.0,-1027.0,-1041.6,-1037.9,-1034.1,-1040.0,-1042.0,-1043.1,-1041.4,-1040.0,-1032.5,-1032.6,-1043.5,-1039.8,-1037.7,-1039.6,-1038.7,-1038.7,-1040.4,-1037.2,-1038.3,-1036.9,-1037.6,-1037.8,-1035.8,-1037.5,-1036.7,-1039.0,-1040.2,-1038.2,-1038.0,-1038.0
2,-118.11,-116.56,-119.02,-118.04,-117.51,-117.51,-117.2,-117.81,-117.21,-118.86,-118.36,-118.07,-117.84,-117.28,-118.47,-118.05,-118.24,-117.6,-118.46,-118.25,-118.16,-118.16,-117.77,-117.85,-117.62,-117.73,-117.58,-118.29,-117.83,-117.89,-117.78,-117.92,-117.71,-117.7,-117.76,-117.77
3,-8.426,-8.1131,-8.6249,-8.7431,-9.4858,-9.4858,-8.4517,-8.8874,-8.8595,-9.0468,-8.7498,-8.7413,-8.8722,-8.6855,-9.0221,-8.9564,-8.7466,-8.7686,-8.8194,-8.8156,-8.8432,-8.8432,-8.756,-8.7902,-8.8036,-8.7983,-8.7795,-8.8587,-8.8402,-8.7811,-8.7729,-8.7698,-8.7314,-8.7929,-8.7969,-8.7769
4,-0.45185,-0.37157,-0.44587,-0.43403,-0.4406,-0.4406,-0.45097,-0.42115,-0.40071,-0.44066,-0.42169,-0.42368,-0.41575,-0.41589,-0.41756,-0.41976,-0.42348,-0.4125,-0.41909,-0.41532,-0.41403,-0.41403,-0.4224,-0.42297,-0.41447,-0.41781,-0.41943,-0.42521,-0.41796,-0.41832,-0.41576,-0.41739,-0.41513,-0.41725,-0.41425,-0.41639
5,7.9547,7.7967,7.7168,7.7917,7.745,7.745,7.6146,7.6934,7.6703,7.6969,7.6911,7.6597,7.6795,7.6542,7.6607,7.6744,7.6657,7.6544,7.6646,7.6666,7.6629,7.6629,7.6633,7.6663,7.6669,7.6655,7.6641,7.6664,7.6656,7.6652,7.6664,7.6681,7.6679,7.6662,7.6672,7.6664
6,2.7358,2.7293,2.4263,2.4564,2.5108,2.5108,2.4459,2.5301,2.5114,2.482,2.4842,2.5176,2.4939,2.5062,2.4897,2.4936,2.4943,2.5024,2.5102,2.5029,2.5063,2.5063,2.4988,2.4963,2.5008,2.5021,2.5013,2.4973,2.5003,2.5002,2.5004,2.4991,2.4982,2.5001,2.4994,2.5002
7,0.018283,0.024892,0.028254,0.030542,0.02118,0.02118,0.029989,0.023029,0.024928,0.027671,0.024088,0.027572,0.028174,0.027524,0.02998,0.028977,0.028355,0.029367,0.026987,0.027591,0.027571,0.027571,0.027509,0.027691,0.028501,0.028672,0.028701,0.027827,0.028222,0.028075,0.028797,0.028252,0.028409,0.027991,0.028137,0.027944
8,0.012726,0.0077135,0.010864,0.0059398,0.0063031,0.0063031,0.0058606,0.0034196,0.0031601,0.0023412,0.0032984,0.002825,0.0021448,0.0025121,0.0019856,0.002199,0.0022951,0.0020874,0.0026056,0.002523,0.0031574,0.0031574,0.0029189,0.0026533,0.0026003,0.0023243,0.002542,0.0026558,0.0021968,0.0025964,0.0025528,0.0028129,0.0027289,0.0027916,0.0028758,0.0029188
9,0.0021271,0.0019067,0.0016485,0.0043426,0.0028366,0.0028366,0.0019288,0.002239,0.0022425,0.0013869,0.0023617,0.00054224,0.001047,0.0014781,0.00068471,0.00046456,0.00053122,0.00048381,0.00085682,0.00054534,1.9183e-05,1.9183e-05,0.00013489,0.00035749,0.00014112,0.00035985,2.5968e-05,0.00028592,0.00062872,0.00026433,1.2297e-05,-6.7678e-05,-3.7118e-05,5.2531e-05,-9.8179e-05,-8.4159e-05
10,0.0003204,0.00061722,0.00019597,0.00033386,1.0196e-05,1.0196e-05,0.00014449,-7.3182e-05,-7.3496e-05,-5.8666e-05,-1.4922e-05,-8.7831e-05,-6.5804e-05,-4.6355e-05,-5.5866e-05,-7.6698e-05,-8.2662e-05,-7.3496e-05,-9.784e-05,-9.5561e-05,-7.9213e-05,-7.9213e-05,-8.4699e-05,-8.8668e-05,-7.6807e-05,-7.8649e-05,-8.4325e-05,-8.4259e-05,-8.2838e-05,-8.4888e-05,-7.6554e-05,-8.1013e-05,-7.9329e-05,-8.5441e-05,-8.7244e-05,-8.1472e-05
11,-5.6903e-05,-7.1249e-05,-8.4868e-05,-0.00011263,-0.00011765,-0.00011765,-6.4786e-05,-7.3255e-05,-6.0988e-05,-7.8061e-05,-8.9144e-05,-5.3357e-05,-7.198e-05,-7.4379e-05,-7.212e-05,-6.8045e-05,-4.7699e-05,-6.7649e-05,-3.1295e-05,-1.732e-05,-2.4916e-05,-2.4916e-05,-3.011e-05,-2.8059e-05,-3.4248e-05,-3.6889e-05,-2.4595e-05,-2.4664e-05,-3.1049e-05,-2.8146e-05,-2.5527e-05,-3.8957e-06,-1.7921e-05,-1.8486e-05,-2.9598e-06,-3.1695e-07
