,0,1,2,3,4,5,6
0,165.54,165.78,166.28,166.04,165.99,165.99,166.02
1,-165.31,-165.18,-165.72,-165.51,-165.47,-165.47,-165.5
2,-6.4753,-6.6486,-6.652,-6.6261,-6.6212,-6.6215,-6.6215
3,-0.052141,-0.055176,-0.054734,-0.054749,-0.054659,-0.054596,-0.054688
4,-0.00040764,-0.00043871,-0.00043476,-0.00043368,-0.0004344,-0.00043311,-0.00043399
5,-0.0050958,-0.0053386,-0.005284,-0.005216,-0.0052345,-0.0052527,-0.0052535
6,-0.0038057,-0.0039692,-0.0039155,-0.0038654,-0.0038802,-0.0038944,-0.0038951
7,2.1758e-05,2.4041e-05,2.3584e-05,2.3545e-05,2.3537e-05,2.3795e-05,2.372e-05
8,-1.0486e-05,-1.0461e-05,-1.0451e-05,-1.0378e-05,-1.0376e-05,-1.0408e-05,-1.0413e-05
9,3.599e-06,3.216e-06,3.2309e-06,3.2464e-06,3.2414e-06,3.2466e-06,3.2465e-06
