,0,1,2,3,4
0,196.34,197.35,197.44,197.51,197.31
1,-196.5,-197.42,-197.5,-197.59,-197.42
2,-7.9872,-8.04,-8.0554,-8.0377,-8.0106
3,-0.083994,-0.084601,-0.085036,-0.084799,-0.084252
4,-0.00075827,-0.00076227,-0.00076962,-0.00076694,-0.00076426
5,-0.0067548,-0.006965,-0.0069717,-0.006968,-0.0069704
6,-0.0050863,-0.0052361,-0.0052402,-0.0052412,-0.0052421
7,2.422e-05,2.6664e-05,2.6695e-05,2.6917e-05,2.6759e-05
8,-1.1539e-05,-1.1718e-05,-1.1719e-05,-1.1703e-05,-1.1717e-05
9,3.2973e-06,3.2558e-06,3.2468e-06,3.2786e-06,3.262e-06
