,0,1,2,3,4,5,6
0,165.35,165.4,165.93,165.95,165.93,165.88,166.01
1,-164.91,-164.89,-165.4,-165.42,-165.43,-165.37,-165.5
2,-6.5574,-6.5861,-6.6203,-6.6295,-6.6015,-6.6098,-6.6161
3,-0.053665,-0.054423,-0.054582,-0.054798,-0.054427,-0.054529,-0.0546
4,-0.00042613,-0.0004312,-0.00043224,-0.00043458,-0.0004317,-0.00043262,-0.00043316
5,-0.0051953,-0.0052102,-0.0052465,-0.0052356,-0.0052501,-0.0052542,-0.0052508
6,-0.0038538,-0.0038619,-0.0038879,-0.0038819,-0.0038917,-0.0038951,-0.0038926
7,2.3065e-05,2.2494e-05,2.3409e-05,2.3621e-05,2.3642e-05,2.3764e-05,2.3665e-05
8,-1.0307e-05,-1.0379e-05,-1.0439e-05,-1.0387e-05,-1.042e-05,-1.0412e-05,-1.0416e-05
9,3.2331e-06,3.234e-06,3.255e-06,3.2418e-06,3.2502e-06,3.2457e-06,3.2477e-06
