	element	cell size	cell type	kpd	err us	err vasp	diff in errors	kp file	grid type
108	V	4	body centered orthorhombic	21.466428822229172	0.0010107045000005144	0.0025117955000002468	0.0015010909999997324	8	bcc
109	V	4	body centered orthorhombic	94.452286817808357	0.00040070450000051494	0.002354295499999992	0.001953590999999477	10	bcc
110	V	4	body centered orthorhombic	62.2526435844646	0.0006122954999998598	0.002806795499999737	0.002194499999999877	12	bcc
111	V	4	body centered orthorhombic	273.05297461875506	3.8045500000194465e-05	0.0019140454999995171	0.0018759999999993227	14	bcc
112	V	4	body centered orthorhombic	137.1704801740444	0.0004897955000000564	0.002107295500000106	0.0016175000000000495	16	bcc
113	V	4	body centered orthorhombic	594.19074979930349	3.4295499999004164e-05	0.0014800454999992496	0.0014457500000002454	18	bcc
114	V	4	body centered orthorhombic	256.094495849194	6.445450000036601e-05	0.0012215454999999764	0.0011570909999996104	20	bcc
115	V	4	body centered orthorhombic	1099.0811556981337	1.7454500000013695e-05	0.0011567955000000296	0.001139341000000016	22	bcc
116	V	6	base centered orthorhombic	11.591871564003753	0.0006517121666664849	0.06036528783333317	0.059713575666666685	6	bcc
117	V	6	base centered orthorhombic	50.231443444016264	0.00018078783333486115	0.050610121166666744	0.05042933333333188	9	bcc
118	V	6	base centered orthorhombic	66.653261493021574	0.0006038788333331269	0.044452787833334284	0.04384890900000116	12	bcc
119	V	6	base centered orthorhombic	303.3206392580982	5.3878833332632325e-05	0.04164662116666662	0.04159274233333399	15	bcc
120	V	6	base centered orthorhombic	199.63778804673129	6.245450000008645e-05	0.039562621166666645	0.03950016666666656	18	bcc
121	V	6	base centered orthorhombic	896.43806761629025	2.712166667251381e-06	0.037934454500000214	0.03793174233333296	21	bcc
122	V	8	simple tetragonal	3.863957188001252	0.016964295499999338	0.027598420500000387	0.010634125000001049	4	bcc
123	V	8	simple tetragonal	17.173143057783342	0.0009848295000001173	0.00855679549999877	0.007571965999998653	8	bcc
124	V	8	simple tetragonal	42.074200491569187	0.0006379204999991117	0.009744420499998796	0.009106499999999684	12	bcc
125	V	8	simple tetragonal	88.871015324028789	0.000515295499999624	0.009313420499999836	0.008798125000000212	16	bcc
126	V	8	simple tetragonal	155.84627324938381	3.870449999965331e-05	0.008612920499999177	0.008574215999999524	20	bcc
127	V	8	simple tetragonal	6.4399286466687533	0.021223670499999514	0.038393045499999445	0.01716937499999993	4	fcc
128	V	8	simple tetragonal	27.90635746889793	0.0021483295000006564	0.013574920499999976	0.01142659099999932	8	fcc
129	V	8	simple tetragonal	78.137800912914201	0.00046304550000009215	0.015759170499999087	0.015296124999998995	12	fcc
130	V	8	simple tetragonal	162.28620189605257	7.832950000086214e-05	0.015041420499999347	0.014963090999998485	16	fcc
131	V	8	simple tetragonal	297.52470347609636	3.567049999908534e-05	0.01504054549999978	0.015004875000000695	20	fcc
132	V	10	triclinic	27.369696748342189	0.00014685450000051503	0.0013547545000012207	0.0012079000000007056	5	sc
133	V	10	triclinic	53.666072055572918	0.00040794549999922936	0.00016614549999971473	-0.00024179999999951463	10	sc
134	V	10	triclinic	160.99821616671878	0.0007521545000006569	0.000974354500000274	0.00022219999999961715	15	sc
135	V	10	triclinic	429.32857644458335	3.5554500000145595e-05	0.000612954500001095	0.0005774000000009494	20	sc
136	V	10	triclinic	54.202732776128649	0.004403445499999492	0.003479645499998796	-0.0009238000000006963	5	bcc
137	V	10	triclinic	108.4054655522573	0.0009197454999991805	5.654500000673579e-06	-0.000914090999998507	10	bcc
138	V	10	triclinic	322.53309305399324	0.00016694550000018182	0.0007553545000007489	0.0005884090000005671	15	bcc
139	V	10	triclinic	860.80379577138967	4.835450000051367e-05	0.0010189545000010014	0.0009706000000004877	20	bcc
140	V	10	triclinic	26.833036027786459	0.00021695450000080996	0.0009911454999986802	0.0007741909999978702	5	fcc
141	V	10	triclinic	214.66428822229167	0.00047474550000004	0.0020053454999988674	0.0015305999999988273	10	fcc
142	V	10	triclinic	724.49197275023448	9.554549999890583e-05	0.0013605454999989774	0.0012650000000000716	15	fcc
143	V	10	triclinic	1717.3143057783334	2.604549999851713e-05	0.0014541455000003367	0.0014281000000018196	20	fcc
144	V	11	base centered orthorhombic	155.84627324938373	0.0003039091363632451	0.04139899995454499	0.041095090818181745	11	bcc
145	V	11	base centered orthorhombic	1194.8214282452752	2.73635909096015e-05	0.039154090863636526	0.039126727272726924	22	bcc
146	Cu	10	base centered monoclinic	15.018747680719498	0.014438399999999962	0.0094881	-0.004950299999999963	5	bcc
147	Cu	10	base centered monoclinic	107.55361242321705	0.001012000000000235	0.0031672000000000367	0.0021551999999998017	10	bcc
148	Cu	10	base centered monoclinic	342.03986653509565	0.0004894000000001952	0.0018524999999995906	0.0013630999999993954	15	bcc
149	Cu	10	base centered monoclinic	805.19866597921953	0.00021630000000039118	0.0008173999999998571	0.000601099999999466	20	bcc
