,0,1,2
0,22.781,22.933,22.893
1,-47.559,-47.77,-47.752
2,-1.4801,-1.5026,-1.4987
3,-0.0072114,-0.0073224,-0.0073224
4,-5.7741e-05,-5.873e-05,-5.8909e-05
5,0.095291,0.090189,0.090783
6,0.069688,0.06632,0.066736
7,-4.6184e-05,-5.3613e-05,-5.3757e-05
8,-6.5591e-07,-1.5559e-06,-1.2657e-06
