,0,1,2,3,4,5,6
0,34.15,35.555,35.983,35.548,35.947,35.702,35.729
1,-79.849,-81.059,-81.425,-81.024,-81.362,-81.165,-81.198
2,-7.6569,-7.5992,-7.7049,-7.6704,-7.7379,-7.6855,-7.6807
3,-0.078826,-0.075709,-0.078826,-0.077065,-0.078224,-0.077822,-0.077617
4,-3.8985e-05,-3.8861e-05,-4.0862e-05,-3.9776e-05,-3.9878e-05,-4.0241e-05,-4.0095e-05
5,6.1211,5.9811,5.9592,5.9549,5.9622,5.9598,5.9582
6,0.63952,0.68308,0.71303,0.71418,0.7139,0.71042,0.71165
7,0.034653,0.028605,0.027359,0.026426,0.02439,0.025234,0.024817
8,0.015435,0.011293,0.01329,0.014838,0.017104,0.015755,0.016334
9,0.00046874,-7.3357e-05,-9.518e-05,0.00014181,-7.0827e-05,0.00019342,0.00019687
10,0.0013012,-0.00012222,0.00043393,6.8396e-05,0.00011509,4.2692e-05,1.7421e-05
11,0.00053864,1.2702e-05,1.8155e-05,1.8527e-05,4.9558e-06,1.3236e-05,1.3378e-05
12,-7.7977e-06,2.3453e-05,8.6911e-06,2.2919e-06,,4.0887e-08,-6.4772e-07
13,,4.3372e-06,,,,,
