,0,1,2,3,4
0,51.968,53.027,53.357,53.073,53.302
1,-112.21,-113.28,-113.74,-113.47,-113.66
2,-10.366,-10.578,-10.444,-10.443,-10.47
3,-0.13423,-0.13876,-0.13497,-0.13558,-0.13548
4,-0.00010042,-0.00010151,-9.8425e-05,-9.9182e-05,-9.9173e-05
5,7.8661,7.9431,7.9595,7.9668,7.9653
6,0.90735,0.9366,0.9345,0.93206,0.93
7,0.03268,0.034756,0.030451,0.028579,0.02861
8,0.018644,0.016531,0.021755,0.023218,0.022944
9,-0.00028656,-0.00014414,0.00086533,0.001295,0.0011616
10,0.00028161,0.00041927,0.00033269,0.00020296,0.00040723
11,0.00030105,4.2399e-05,6.5666e-05,4.6992e-05,5.3677e-05
12,3.0519e-05,2.7747e-05,1.363e-05,1.0379e-05,1.0377e-05
13,3.8416e-06,1.2576e-06,-2.4718e-06,-1.2891e-06,-1.6546e-06
