,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,111.57,106.81,108.44,106.42,108.12,107.64,107.2,106.15,106.03,106.81,106.48,106.83,107.34,106.02,106.52,106.8,106.28,106.31,106.67,106.65,106.36,106.59,106.62,106.72,106.68,106.59,106.76,106.68,106.57,106.61,106.66,106.65
1,-225.94,-223.0,-223.21,-221.85,-223.19,-222.84,-222.3,-221.35,-221.31,-221.99,-221.64,-222.04,-222.54,-221.25,-221.69,-222.0,-221.53,-221.56,-221.9,-221.85,-221.59,-221.81,-221.83,-221.93,-221.87,-221.8,-221.96,-221.89,-221.78,-221.81,-221.89,-221.87
2,-8.1135,-7.8173,-7.9793,-7.955,-7.9793,-8.0642,-8.1158,-7.9841,-7.9305,-8.0251,-8.0622,-8.0336,-8.0398,-8.0204,-8.0648,-8.0444,-7.9893,-7.9915,-8.0113,-8.0383,-8.0105,-8.0248,-8.0284,-8.0318,-8.0526,-8.0344,-8.0413,-8.0302,-8.0345,-8.0316,-8.0101,-8.018
3,-0.040275,-0.039417,-0.041611,-0.040107,-0.040975,-0.04125,-0.04181,-0.040549,-0.04046,-0.041346,-0.04206,-0.041536,-0.041226,-0.041106,-0.041358,-0.041217,-0.040947,-0.040918,-0.041219,-0.041383,-0.041213,-0.041216,-0.041336,-0.041281,-0.041486,-0.041425,-0.041415,-0.041339,-0.041398,-0.041323,-0.041113,-0.041206
4,-0.00021091,-0.00020977,-0.00022605,-0.00021645,-0.00022117,-0.00022272,-0.00022171,-0.00021835,-0.00022059,-0.00022223,-0.00022513,-0.00022336,-0.00022205,-0.00022125,-0.00022225,-0.00022233,-0.00022097,-0.00022027,-0.00022249,-0.00022275,-0.00022225,-0.00022233,-0.00022249,-0.00022251,-0.00022329,-0.00022286,-0.00022292,-0.00022269,-0.00022292,-0.00022265,-0.00022192,-0.00022212
5,4.6364,4.1873,4.3948,4.4599,4.4236,4.4457,4.4267,4.4207,4.4255,4.4319,4.4246,4.4211,4.43,4.431,4.4279,4.4287,4.4259,4.4264,4.4274,4.4271,4.4275,4.4274,4.4278,4.4277,4.4262,4.4282,4.4279,4.4267,4.4279,4.427,4.4273,4.4274
6,1.8619,1.6618,1.7856,1.8109,1.7964,1.7813,1.7128,1.7547,1.7221,1.7413,1.7338,1.75,1.7452,1.7349,1.7349,1.7346,1.7404,1.7398,1.7438,1.7407,1.7425,1.7382,1.7399,1.7407,1.7408,1.7435,1.7407,1.7419,1.7401,1.7417,1.7404,1.7408
7,0.0065741,-0.00061808,0.0083784,0.0065395,0.002162,0.0054909,0.0034479,0.0069844,-0.0019652,0.0060616,-0.0018393,0.0039556,0.0020908,-0.002903,-7.5725e-05,0.0036039,0.003995,0.0020761,0.0047892,-0.0015117,0.0030487,0.0025342,0.0017677,0.0031359,0.0010802,0.0020163,0.0021649,0.0015465,0.0011106,0.0016838,0.0017439,0.0021994
8,0.0036538,0.014457,0.0018294,0.0050354,0.0079781,0.0050341,0.0068049,0.0029238,0.012053,0.0038391,0.011888,0.0055923,0.0079572,0.013093,0.010092,0.0061567,0.0056714,0.0077941,0.0050696,0.011417,0.0067872,0.0073136,0.0081069,0.0066518,0.0087902,0.0078293,0.007681,0.0083317,0.0087779,0.0081685,0.0081044,0.0076347
9,-4.8675e-05,0.001939,-5.4961e-06,-8.1762e-05,-6.9847e-05,-2.9612e-05,-2.662e-05,-3.7448e-05,-8.4558e-05,-4.7295e-05,-9.3376e-05,-5.1286e-05,-7.5576e-05,-0.00011084,-9.2486e-05,-6.1697e-05,-5.1038e-05,-6.6167e-05,-4.6976e-05,-0.0001026,-6.2581e-05,-6.9256e-05,-6.9586e-05,-6.2251e-05,-7.8466e-05,-7.0637e-05,-7.0783e-05,-7.4347e-05,-7.5419e-05,-7.1072e-05,-7.2746e-05,-6.8627e-05
10,7.1173e-06,3.1114e-05,6.2339e-06,3.1657e-05,1.1201e-05,2.2551e-05,1.1246e-05,9.9849e-06,6.6782e-06,7.1496e-06,1.4204e-05,1.0473e-05,1.3908e-05,1.7246e-05,1.9739e-05,1.4053e-05,1.0778e-05,1.0778e-05,9.8246e-06,1.9058e-05,1.4128e-05,1.576e-05,1.3106e-05,1.4171e-05,1.6446e-05,1.5138e-05,1.5996e-05,1.5598e-05,1.5606e-05,1.4769e-05,1.4425e-05,1.5244e-05
11,,4.2018e-06,,8.8289e-06,3.3498e-06,5.0043e-07,7.4215e-06,,,,6.1756e-06,1.2193e-06,3.2916e-06,3.858e-06,-6.5705e-07,2.9155e-06,2.1679e-06,2.6081e-06,,-7.1439e-07,-2.3212e-07,4.4562e-07,1.266e-06,-5.0106e-07,-1.2017e-06,-1.6742e-06,-8.7932e-07,-1.7239e-06,-9.9487e-07,-4.2042e-07,6.9163e-07,-1.3582e-06
