,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,92.733,92.733,94.706,92.767,92.767,90.947,94.28,92.888,93.557,94.815,92.296,92.296,93.524,94.129,93.74,93.455,93.917,93.686,93.686,94.004,94.004,93.525,94.364,93.522,93.623,93.623,93.376,93.837,93.789,93.64,93.787,93.787,93.632,93.548,94.042,93.703,93.703,93.703,93.703,93.756
1,-182.79,-182.79,-183.54,-182.51,-182.51,-181.14,-183.77,-182.53,-183.26,-184.44,-181.95,-181.95,-183.12,-183.71,-183.29,-182.97,-183.46,-183.3,-183.3,-183.59,-183.59,-183.09,-183.9,-183.14,-183.2,-183.2,-182.96,-183.39,-183.34,-183.24,-183.37,-183.37,-183.21,-183.12,-183.61,-183.28,-183.28,-183.28,-183.28,-183.34
2,-6.1394,-6.1394,-6.2916,-6.1245,-6.1245,-5.9661,-6.3514,-6.1996,-6.1368,-6.2325,-6.2079,-6.2079,-6.2603,-6.2767,-6.2988,-6.3354,-6.304,-6.2467,-6.2467,-6.275,-6.275,-6.2893,-6.3256,-6.2419,-6.2811,-6.2811,-6.2751,-6.2998,-6.3093,-6.2613,-6.2707,-6.2707,-6.2792,-6.286,-6.2935,-6.2778,-6.2778,-6.2778,-6.2778,-6.2759
3,-0.02579,-0.02579,-0.026544,-0.025787,-0.025787,-0.024966,-0.027255,-0.026646,-0.026147,-0.026791,-0.026502,-0.026502,-0.026723,-0.026706,-0.026882,-0.027272,-0.02686,-0.026637,-0.026637,-0.026887,-0.026887,-0.026839,-0.026975,-0.026564,-0.02686,-0.02686,-0.026707,-0.026957,-0.026883,-0.026696,-0.026685,-0.026685,-0.026796,-0.026834,-0.026867,-0.026794,-0.026794,-0.026794,-0.026794,-0.026778
4,-0.00013453,-0.00013453,-0.00014243,-0.00013506,-0.00013506,-0.00012891,-0.00013957,-0.00013872,-0.00013613,-0.00013949,-0.00013733,-0.00013733,-0.00013881,-0.00013855,-0.00013914,-0.00014094,-0.0001394,-0.0001383,-0.0001383,-0.00013947,-0.00013947,-0.00013919,-0.00013988,-0.000138,-0.00013924,-0.00013924,-0.00013858,-0.00013954,-0.00013937,-0.00013862,-0.00013837,-0.00013837,-0.00013918,-0.00013906,-0.00013939,-0.00013895,-0.00013895,-0.00013895,-0.00013895,-0.00013886
5,3.6223,3.6223,3.2704,3.4579,3.4579,3.4809,3.4192,3.4238,3.4521,3.4397,3.4491,3.4491,3.4489,3.4388,3.4402,3.4485,3.4484,3.4416,3.4416,3.4438,3.4438,3.4434,3.4437,3.4433,3.4429,3.4429,3.4437,3.4433,3.444,3.443,3.4436,3.4436,3.4432,3.4436,3.4454,3.4434,3.4434,3.4434,3.4434,3.4458
6,1.0492,1.0492,1.2532,1.3639,1.3639,1.4169,1.3179,1.3621,1.3665,1.3496,1.3663,1.3663,1.359,1.357,1.3529,1.3541,1.361,1.3536,1.3536,1.3563,1.3563,1.3556,1.3552,1.3545,1.3567,1.3567,1.3548,1.3549,1.3555,1.3556,1.3556,1.3556,1.3576,1.3555,1.3537,1.3556,1.3556,1.3556,1.3556,1.3536
7,-0.21398,-0.21398,0.0086211,0.0077565,0.0077565,0.0042304,0.0091762,0.0041689,-0.0092351,0.0055292,0.0059433,0.0059433,0.0021809,0.00036037,-0.0044133,-0.0018474,-0.0017424,-0.00054639,-0.00054639,8.0948e-05,8.0948e-05,0.0014607,0.000324,-0.0010982,0.0015892,0.0015892,0.00071988,-1.8937e-06,0.0004884,-0.00037718,0.00017548,0.00017548,-0.00096236,8.5185e-05,-0.0006368,0.00029295,0.00029295,0.00029295,0.00029295,-0.001699
8,0.24488,0.24488,0.0010399,0.00038208,0.00038208,0.0023524,1.9538e-06,0.0027409,0.017107,0.0010341,0.0010475,0.0010475,0.0045434,0.0063198,0.011144,0.0086795,0.0084839,0.0070882,0.0070882,0.0064695,0.0064695,0.0050295,0.0062252,0.0076787,0.0048989,0.0048989,0.0058062,0.0065743,0.0060708,0.0069666,0.0064039,0.0064039,0.0075599,0.0064886,0.0073068,0.006251,0.006251,0.006251,0.006251,0.0083951
9,-0.0012176,-0.0012176,-1.3145e-05,1.673e-05,1.673e-05,-2.6334e-05,-1.2449e-05,-3.0122e-05,-0.00014054,3.1138e-06,-1.8357e-05,-1.8357e-05,-4.8516e-05,-4.7529e-05,-9.654e-05,-7.6127e-05,-8.4209e-05,-6.5439e-05,-6.5439e-05,-5.6401e-05,-5.6401e-05,-4.2911e-05,-5.7585e-05,-7.1497e-05,-3.8604e-05,-3.8604e-05,-5.2792e-05,-6.3357e-05,-5.3166e-05,-6.3583e-05,-5.7679e-05,-5.7679e-05,-7.1477e-05,-6.0234e-05,-6.6005e-05,-5.5514e-05,-5.5514e-05,-5.5514e-05,-5.5514e-05,-7.626e-05
10,0.00035302,0.00035302,4.5231e-06,7.8961e-07,7.8961e-07,3.0533e-06,-8.1965e-07,1.0788e-05,2.3235e-05,,6.0703e-06,6.0703e-06,9.2139e-06,1.1016e-05,1.3052e-05,1.1767e-05,1.2261e-05,1.1517e-05,1.1517e-05,9.941e-06,9.941e-06,7.3141e-06,1.0174e-05,1.1398e-05,7.825e-06,7.825e-06,1.001e-05,1.1024e-05,9.5215e-06,1.0658e-05,1.0471e-05,1.0471e-05,1.1987e-05,1.0747e-05,1.1084e-05,1.0044e-05,1.0044e-05,1.0044e-05,1.0044e-05,1.2202e-05
11,7.0708e-05,7.0708e-05,,,,,,1.0496e-06,-4.1854e-07,,,,,-2.9014e-07,6.8307e-07,-2.795e-06,-2.2104e-06,-9.1175e-07,-9.1175e-07,,,,-8.4977e-07,-9.4392e-07,,,-2.1065e-06,-2.751e-06,,-1.1798e-06,-1.1495e-06,-1.1495e-06,-1.6358e-06,-1.7146e-06,-1.7634e-06,-2.5274e-06,-2.5274e-06,-2.5274e-06,-2.5274e-06,-3.2954e-06
12,1.3888e-05,1.3888e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8.1963e-07,8.1963e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
