,0,1,2,3,4,5,6
0,95.577,94.575,117.32,95.062,95.329,95.61,95.431
1,-188.45,-187.46,-203.64,-187.83,-188.09,-188.39,-188.2
2,-13.482,-13.302,-15.503,-13.509,-13.516,-13.506,-13.512
3,-0.16383,-0.16515,-0.20893,-0.17173,-0.17118,-0.17001,-0.16958
4,-0.00019337,-0.00018866,-0.00026338,-0.00019878,-0.00019904,-0.00019815,-0.00019729
5,12.028,11.995,8.57,11.944,11.953,11.953,11.954
6,1.2932,1.3226,1.5499,1.3843,1.3763,1.3765,1.377
7,0.08144,0.063142,0.059868,0.060896,0.05922,0.05947,0.05941
8,0.025446,0.026832,0.017842,0.031259,0.031957,0.031394,0.031321
9,0.00059775,0.00010306,-6.8155e-05,-0.00028435,0.00035739,0.00077814,0.0008002
10,-0.00030868,-0.0002026,0.00053913,0.0014287,0.0013591,0.0011124,0.0012028
11,6.2198e-06,2.0357e-05,2.416e-05,8.852e-05,2.0946e-05,5.9375e-05,5.8632e-05
12,,6.2504e-05,3.5951e-05,8.6926e-05,4.3142e-05,3.5476e-05,2.3125e-05
13,,2.8319e-06,1.892e-06,1.53e-06,2.6056e-06,1.2304e-06,8.8811e-07
