,0,1
0,217.53,217.59
1,-219.05,-219.07
2,-8.6073,-8.6492
3,-0.11925,-0.12039
4,-0.0019405,-0.0019705
5,-0.0089443,-0.0089276
6,-0.006361,-0.0063494
7,2.4797e-05,2.4842e-05
8,-1.7419e-05,-1.7423e-05
9,4.3326e-06,4.3386e-06
