,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,14.452,13.75,16.433,15.26,16.27,15.499,15.499,15.754,15.645,15.5,15.615,15.575,15.87,15.614,15.821,15.248,15.772,15.486,15.619,15.691,15.822,15.625,15.621,15.606,15.762,15.696,15.691,15.692,15.747
1,-28.983,-29.039,-31.088,-29.59,-30.509,-29.769,-29.769,-30.059,-29.953,-29.837,-29.944,-29.902,-30.204,-29.949,-30.122,-29.549,-30.085,-29.799,-29.941,-29.997,-30.138,-29.944,-29.929,-29.922,-30.077,-30.01,-30.007,-30.006,-30.056
2,-0.79748,-0.71212,-0.78357,-0.71911,-0.73487,-0.75117,-0.75117,-0.7599,-0.74203,-0.72932,-0.73515,-0.73482,-0.7536,-0.73821,-0.75987,-0.74168,-0.75227,-0.74618,-0.74847,-0.75266,-0.74392,-0.75187,-0.75292,-0.74869,-0.74619,-0.74722,-0.75024,-0.74903,-0.75239
3,-0.0015263,-0.0012764,-0.0014891,-0.0013112,-0.001415,-0.0014111,-0.0014111,-0.0014586,-0.0013675,-0.0013766,-0.0013782,-0.0013758,-0.0013998,-0.0013697,-0.0014139,-0.0013932,-0.0014102,-0.001398,-0.0013953,-0.0014224,-0.0013962,-0.0014098,-0.001421,-0.0013899,-0.0013911,-0.0013978,-0.0014069,-0.0014034,-0.001406
4,-4.2098e-06,-2.8638e-06,-3.7037e-06,-3.4523e-06,-3.7929e-06,-3.7173e-06,-3.7173e-06,-3.9862e-06,-3.6547e-06,-3.6305e-06,-3.5964e-06,-3.6726e-06,-3.5908e-06,-3.6519e-06,-3.708e-06,-3.7096e-06,-3.7139e-06,-3.695e-06,-3.6821e-06,-3.7375e-06,-3.7129e-06,-3.7229e-06,-3.7915e-06,-3.6414e-06,-3.6376e-06,-3.7105e-06,-3.7286e-06,-3.7194e-06,-3.7124e-06
5,0.050365,0.049018,0.052328,0.050904,0.050657,0.052355,0.052355,0.051978,0.051805,0.052775,0.051899,0.052023,0.05222,0.052012,0.051848,0.052137,0.05178,0.05187,0.052269,0.051655,0.052133,0.051956,0.051931,0.051823,0.051852,0.051914,0.051929,0.051975,0.051967
6,0.037424,0.035069,0.038428,0.037511,0.03753,0.038484,0.038484,0.038155,0.038129,0.038624,0.037968,0.038098,0.038329,0.038176,0.038123,0.038199,0.038071,0.038068,0.038364,0.037919,0.038238,0.038186,0.038116,0.038041,0.038074,0.038166,0.038149,0.038152,0.038162
7,-3.0106e-05,-2.8574e-05,-2.9504e-05,-3.2982e-05,-3.224e-05,-3.0394e-05,-3.0394e-05,-2.8842e-05,-2.9014e-05,-2.6576e-05,-2.6463e-05,-2.8877e-05,-2.9153e-05,-2.8739e-05,-3.0231e-05,-2.8941e-05,-2.9892e-05,-2.8704e-05,-2.8955e-05,-2.9141e-05,-2.8701e-05,-2.9406e-05,-2.8521e-05,-2.9036e-05,-2.9128e-05,-2.968e-05,-2.9375e-05,-2.8876e-05,-2.9117e-05
8,-8.672e-07,-3.1827e-06,-1.8338e-06,-1.8809e-06,-2.1537e-06,-1.5006e-06,-1.5006e-06,-1.7559e-06,-1.699e-06,-1.6814e-06,-1.6712e-06,-1.6434e-06,-1.7818e-06,-1.7741e-06,-1.7326e-06,-1.6951e-06,-1.8799e-06,-1.8282e-06,-1.7218e-06,-1.865e-06,-1.6857e-06,-1.7358e-06,-1.7825e-06,-1.7789e-06,-1.8018e-06,-1.7439e-06,-1.8052e-06,-1.7757e-06,-1.7339e-06
