,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,192.24,194.3,194.47,194.33,194.5,193.54,194.09,193.79,193.63,193.76,193.61,193.57,193.24,193.29,193.84,193.47,193.6,193.36,193.49,193.73
1,-250.66,-253.4,-252.53,-253.19,-253.31,-252.19,-252.87,-252.68,-252.5,-252.73,-252.55,-252.46,-252.02,-252.18,-252.63,-252.32,-252.49,-252.22,-252.4,-252.62
2,-33.299,-32.228,-33.323,-32.571,-32.663,-32.742,-32.653,-32.54,-32.558,-32.491,-32.498,-32.542,-32.639,-32.55,-32.643,-32.577,-32.552,-32.572,-32.531,-32.558
3,-1.4304,-1.4009,-1.4331,-1.4248,-1.4116,-1.4222,-1.4145,-1.4102,-1.4102,-1.3917,-1.4055,-1.4168,-1.4236,-1.4064,-1.4189,-1.4154,-1.4127,-1.412,-1.4088,-1.4049
4,-0.014755,-0.0146,-0.014988,-0.014867,-0.014801,-0.014767,-0.014689,-0.014742,-0.014696,-0.014562,-0.014617,-0.014789,-0.014822,-0.014631,-0.014772,-0.014713,-0.014732,-0.014678,-0.014679,-0.01466
5,12.158,11.766,11.703,11.797,11.817,11.749,11.766,11.78,11.772,11.779,11.776,11.778,11.774,11.772,11.777,11.775,11.775,11.773,11.775,11.776
6,0.42382,0.50324,0.52934,0.49522,0.48833,0.48739,0.50234,0.49976,0.4999,0.49867,0.50541,0.49449,0.49977,0.49586,0.49913,0.49749,0.50032,0.49885,0.4984,0.49836
7,0.076022,0.088542,0.096704,0.089065,0.089959,0.093024,0.09273,0.090875,0.091663,0.092399,0.091198,0.0917,0.091727,0.091405,0.092039,0.09193,0.09205,0.091885,0.091949,0.091909
8,0.010214,0.0036874,0.0061313,0.0057894,0.0045896,0.0030505,0.0039348,0.0047195,0.0044487,0.0040892,0.0048933,0.0040738,0.0040574,0.004452,0.0042294,0.0043244,0.0042985,0.0042812,0.0042667,0.0043093
9,0.0056951,0.0056903,0.0008662,0.00059321,0.0012399,0.0010575,0.0006872,0.00084666,0.00062819,0.00043162,0.00060539,0.00068482,0.00085615,0.00052751,0.00050348,0.00044355,0.00047327,0.00051463,0.00048445,0.00051061
10,0.00016549,0.00031626,0.00021103,0.00087191,0.00039744,0.00050774,0.00063609,0.0007167,0.00085734,0.00078997,0.00072236,0.00080816,0.00062168,0.00080162,0.00080998,0.00082199,0.00082057,0.00082118,0.00080361,0.00084783
11,0.00012278,8.6902e-05,7.3014e-05,6.2684e-05,0.00042506,0.00016037,0.00017522,0.00025211,0.00014358,0.00013313,0.00023395,0.0001303,0.00027731,0.00011778,0.00012602,9.2921e-05,0.00011506,0.00015901,0.00015797,9.2996e-05
12,0.00019657,0.00018678,0.00011727,0.00010865,0.00013344,9.0485e-05,8.9509e-05,0.00013224,0.0001151,0.00012201,0.00010321,9.1158e-05,9.183e-05,0.0001045,0.00010545,0.00011408,0.00010833,9.2791e-05,0.00010585,0.00010097
13,2.2175e-05,2.2682e-05,3.6739e-06,4.3786e-06,5.4866e-05,1.1796e-05,3.5404e-05,1.9416e-05,9.0623e-06,1.0968e-05,4.1591e-05,2.8435e-05,3.9142e-05,1.7266e-05,2.0551e-05,1.1559e-05,2.4013e-05,2.6236e-05,1.813e-05,2.222e-05
14,2.4928e-05,2.0598e-05,,,9.7855e-06,8.5455e-06,6.5161e-06,7.2959e-06,,6.6585e-06,7.2903e-06,6.9608e-06,5.5512e-06,5.6161e-06,5.67e-06,5.2387e-06,5.4171e-06,5.3792e-06,5.0181e-06,5.5641e-06
15,2.9053e-06,1.9697e-06,,,,,,,,,,,,,,,,,,
