,0,1,2,3,4,5,6,7,8,9
0,292.1,290.48,292.69,292.37,290.97,291.43,291.46,290.48,290.35,290.92
1,-272.91,-271.44,-273.54,-273.19,-272.25,-272.59,-272.53,-271.84,-271.62,-272.06
2,-36.701,-36.757,-36.883,-36.912,-36.462,-36.57,-36.665,-36.377,-36.469,-36.605
3,-0.57728,-0.60502,-0.60338,-0.60287,-0.58606,-0.59468,-0.59905,-0.58965,-0.58888,-0.59298
4,-0.0006447,-0.00067199,-0.00066485,-0.00067518,-0.00063599,-0.0006559,-0.00066421,-0.00064779,-0.00064486,-0.00065294
5,1.8858,2.0951,2.1068,2.0788,2.0685,2.0819,2.0849,2.0837,2.0799,2.0826
6,1.5193,1.3426,1.2908,1.3148,1.3293,1.3233,1.3188,1.3195,1.3252,1.3232
7,0.03385,0.053924,0.047715,0.041693,0.043012,0.044249,0.044362,0.044803,0.044787,0.044317
8,0.011822,0.0023546,0.0049449,0.0073427,0.0070196,0.006335,0.0063773,0.0061956,0.0061803,0.0063224
9,1.1162e-05,-4.5061e-05,-1.5078e-05,4.8678e-06,-1.2114e-05,-7.9966e-06,-1.536e-05,-1.6706e-05,-1.1223e-05,-8.5149e-06
10,3.3271e-05,4.3361e-06,2.6516e-07,,4.233e-06,1.4979e-06,2.1623e-06,1.2265e-06,2.5094e-06,1.8473e-06
11,5.2934e-06,,,,,,,,,
