,0,1,2
0,808.56,808.56,808.3
1,-747.95,-747.95,-747.93
2,-102.88,-102.88,-102.65
3,-3.5599,-3.5599,-3.5429
4,-0.012157,-0.012157,-0.012087
5,5.3749,5.3749,5.3725
6,3.1556,3.1556,3.1519
7,0.093537,0.093537,0.093052
8,0.020533,0.020533,0.020663
9,-0.00013236,-0.00013236,-0.00013704
10,-5.7307e-06,-5.7307e-06,-3.7123e-06
