,0,1,2,3,4
0,638.9,640.21,640.82,641.08,641.55
1,-585.84,-586.71,-587.09,-587.35,-587.68
2,-86.892,-87.295,-87.512,-87.513,-87.637
3,-2.8219,-2.8658,-2.8717,-2.8702,-2.8816
4,-0.0084444,-0.0087081,-0.0087286,-0.0087009,-0.0087768
5,4.1488,4.2446,4.2424,4.2485,4.2492
6,2.6378,2.572,2.5748,2.5682,2.568
7,0.069651,0.07836,0.078934,0.077989,0.078588
8,0.018713,0.014852,0.014514,0.014855,0.01461
9,-7.1823e-05,-9.2449e-05,-8.2325e-05,-8.8985e-05,-9.5826e-05
10,-1.9362e-05,-5.6358e-06,-1.4448e-05,-7.6356e-06,-2.0785e-06
11,9.4705e-07,,2.0112e-06,,
