,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,907.57,903.81,881.62,889.77,899.93,894.69,892.37,892.17,894.26,891.02,890.52,889.99,889.56,891.44,890.12,892.58,891.41,890.06,891.59,889.56,891.35,891.31,892.41,891.28,892.22,890.32,890.73,891.6,891.93,891.27,891.04
1,-842.01,-837.46,-822.92,-828.1,-836.97,-831.74,-831.05,-830.3,-831.9,-829.45,-829.73,-829.08,-828.23,-830.12,-828.82,-830.96,-830.22,-828.99,-830.18,-828.48,-830.0,-829.78,-830.72,-829.91,-830.59,-829.04,-829.42,-830.2,-830.47,-829.89,-829.56
2,-113.85,-111.98,-105.85,-108.65,-109.52,-109.63,-108.09,-108.52,-108.99,-108.28,-107.59,-107.69,-108.06,-108.1,-108.06,-108.36,-107.97,-107.86,-108.17,-107.84,-108.12,-108.29,-108.45,-108.13,-108.37,-108.04,-108.08,-108.17,-108.21,-108.13,-108.23
3,-4.0497,-3.8975,-3.5245,-3.6421,-3.734,-3.6843,-3.6296,-3.7227,-3.7774,-3.6763,-3.6093,-3.6282,-3.6659,-3.6252,-3.6362,-3.6666,-3.6297,-3.6231,-3.642,-3.644,-3.6381,-3.6507,-3.6532,-3.641,-3.6663,-3.643,-3.6425,-3.6386,-3.6489,-3.6513,-3.6579
4,-0.014374,-0.013435,-0.011802,-0.012299,-0.013081,-0.01241,-0.012453,-0.012977,-0.013115,-0.012551,-0.012318,-0.012483,-0.012511,-0.012341,-0.012356,-0.012656,-0.012333,-0.012344,-0.012404,-0.012435,-0.012441,-0.012444,-0.012502,-0.0124,-0.012555,-0.012405,-0.012448,-0.012402,-0.01249,-0.012498,-0.012541
5,6.7195,6.1844,6.0237,6.1057,5.9282,5.9277,6.0217,5.9145,5.9176,5.9165,5.9081,5.943,5.935,5.9566,5.9038,5.928,5.911,5.942,5.9291,5.9347,5.9327,5.9313,5.9332,5.9299,5.9311,5.9341,5.9326,5.9347,5.9306,5.9334,5.9348
6,3.358,3.4174,3.3263,3.2824,3.3689,3.3994,3.325,3.4313,3.4491,3.4772,3.4708,3.4318,3.4422,3.4271,3.4706,3.4472,3.4644,3.4324,3.4521,3.4414,3.4395,3.4449,3.4453,3.4457,3.4454,3.4437,3.4436,3.4431,3.4482,3.4439,3.4431
7,0.12355,0.10919,0.10109,0.1047,0.098105,0.10266,0.10278,0.10006,0.09603,0.098563,0.097443,0.098828,0.098936,0.10243,0.09875,0.10056,0.098547,0.099596,0.099903,0.099475,0.09989,0.10041,0.099347,0.099702,0.099932,0.099751,0.09974,0.099862,0.099415,0.099565,0.1002
8,0.015654,0.020955,0.02281,0.021361,0.024796,0.022507,0.022867,0.024084,0.025861,0.024644,0.02522,0.024516,0.02457,0.022997,0.024776,0.023821,0.024722,0.024268,0.024171,0.024348,0.024123,0.023877,0.024392,0.024219,0.02409,0.024176,0.024151,0.024129,0.024363,0.024257,0.024003
9,0.0022009,0.0012477,0.00092974,0.00069699,0.00012924,-0.00013873,7.2945e-05,-4.8506e-05,-0.00010772,-0.00015828,-9.078e-05,-0.00016264,-0.00011923,-0.00015402,-0.00017224,-0.00016748,-0.00017903,-0.0001611,-0.00016856,-0.00016792,-0.00017517,-0.00017127,-0.00015258,-0.00017332,-0.00017064,-0.00018102,-0.00019591,-0.00017881,-0.00018598,-0.00019156,-0.00018842
10,-0.00032405,-0.00013245,-0.000213,-0.00012704,-8.789e-05,-4.9373e-05,-8.5052e-05,-7.5877e-05,-5.3181e-05,-4.0034e-05,-6.0208e-05,-3.6689e-05,-5.4805e-05,-3.7862e-05,-2.7759e-05,-3.1193e-05,-2.0204e-05,-3.4075e-05,-2.9982e-05,-2.9395e-05,-2.211e-05,-2.6265e-05,-3.9888e-05,-2.2669e-05,-2.641e-05,-1.6198e-05,-3.5057e-06,-1.8999e-05,-1.2712e-05,-8.3993e-06,-9.1965e-06
11,2.0712e-05,1.0846e-06,4.0461e-05,1.1814e-05,2.7706e-06,-3.5876e-06,3.3457e-06,2.4484e-06,-3.1371e-06,-4.0474e-06,-2.155e-06,-4.5568e-06,-3.1798e-06,-2.5008e-06,-3.1908e-07,-1.7924e-06,-2.4628e-06,-2.1186e-06,-3.739e-06,-2.961e-06,-1.6086e-06,-2.8839e-06,-3.7607e-06,-2.0547e-06,-2.5002e-06,-1.9279e-06,4.7433e-07,-1.2454e-06,-1.1412e-06,3.8453e-07,2.2442e-07
12,1.522e-05,9.7814e-06,1.7747e-05,-2.1168e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,-2.998e-06,,5.6603e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
