,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,644.23,649.91,635.46,639.95,642.24,644.27,636.0,641.65,642.53,640.93,640.74,642.02,640.18,642.26,642.34,641.49,641.5,640.9,641.97,641.7,640.77,641.64,641.14,641.4,641.5,641.56,641.21,641.31
1,-591.15,-595.22,-582.2,-586.99,-589.25,-589.87,-583.62,-588.26,-588.31,-587.35,-586.74,-587.85,-586.46,-588.05,-588.27,-587.41,-587.77,-587.14,-588.03,-587.77,-587.1,-587.64,-587.36,-587.68,-587.58,-587.7,-587.35,-587.53
2,-89.054,-88.811,-87.141,-86.729,-86.748,-88.138,-86.201,-87.266,-87.952,-87.371,-87.738,-87.91,-87.473,-87.969,-87.83,-87.841,-87.511,-87.541,-87.717,-87.699,-87.459,-87.763,-87.552,-87.506,-87.7,-87.636,-87.634,-87.575
3,-2.8857,-2.9286,-2.7016,-2.8069,-2.8005,-2.9158,-2.8323,-2.7862,-2.9309,-2.8545,-2.917,-2.9146,-2.8977,-2.9036,-2.8924,-2.8886,-2.8727,-2.8672,-2.8864,-2.8828,-2.8678,-2.8928,-2.8856,-2.8793,-2.8795,-2.8804,-2.89,-2.8664
4,-0.0088945,-0.0084196,-0.0079627,-0.0085826,-0.0084907,-0.0087722,-0.0085612,-0.0082566,-0.0091103,-0.0085997,-0.0090092,-0.0089713,-0.0089044,-0.0088559,-0.0088294,-0.0087846,-0.0086983,-0.0086965,-0.0087733,-0.0087677,-0.0087045,-0.0088635,-0.008804,-0.0087784,-0.0087497,-0.0087518,-0.0088162,-0.008707
5,4.8681,4.4976,4.3875,4.3113,4.2069,4.2959,4.3006,4.2366,4.2447,4.2184,4.2647,4.2257,4.2565,4.246,4.2413,4.2449,4.2483,4.2352,4.2521,4.2447,4.2477,4.2447,4.2537,4.2499,4.251,4.2524,4.2528,4.2524
6,2.1903,2.4268,2.4227,2.6392,2.5584,2.5089,2.5317,2.5818,2.574,2.5859,2.5548,2.5831,2.5613,2.5773,2.5736,2.5671,2.5675,2.5826,2.5638,2.5728,2.5715,2.5708,2.5652,2.5687,2.5685,2.5656,2.566,2.5655
7,0.099826,0.08408,0.092199,0.081416,0.08144,0.083313,0.082094,0.072619,0.076915,0.075627,0.0798,0.074086,0.077666,0.077454,0.076981,0.077076,0.077753,0.077453,0.077348,0.077508,0.078269,0.076829,0.078162,0.077781,0.078502,0.078246,0.077464,0.077575
8,0.00025587,0.011246,0.0089965,0.014192,0.013376,0.012363,0.013079,0.017039,0.015177,0.015851,0.013755,0.016267,0.014689,0.014851,0.014974,0.014988,0.014752,0.014833,0.014812,0.014808,0.014473,0.015118,0.014488,0.014679,0.014389,0.014498,0.014807,0.014744
9,0.0045342,0.0010052,-9.2126e-05,-4.1103e-05,-6.3489e-05,-8.4461e-05,-5.8317e-05,-4.0432e-05,-6.483e-05,-7.4567e-05,-8.139e-05,-8.0413e-05,-8.7322e-05,-7.6305e-05,-8.5539e-05,-9.0371e-05,-8.7455e-05,-7.9283e-05,-8.8233e-05,-8.981e-05,-8.8293e-05,-8.8299e-05,-9.0278e-05,-8.9796e-05,-9.1386e-05,-9.0201e-05,-9.1125e-05,-8.9925e-05
10,0.0033877,-1.4264e-05,2.7374e-05,-3.4909e-05,-3.0048e-05,-1.4914e-05,-3.4245e-05,-2.7237e-05,-2.4713e-05,-8.8147e-06,-1.4765e-05,-6.428e-06,-4.8923e-06,-1.7351e-05,-5.4574e-06,-2.5974e-06,-4.5044e-06,-1.1548e-05,-3.4943e-06,-3.0116e-06,-2.7795e-06,-3.0193e-06,-2.2229e-06,-2.1375e-06,-2.081e-06,-2.8524e-06,-1.7784e-06,-2.4656e-06
11,0.00084386,-1.1927e-05,4.0619e-05,-1.9473e-07,3.6571e-06,-3.1752e-06,2.3424e-06,-1.473e-06,-2.5993e-08,,2.9492e-06,,,4.1061e-06,,,,1.0964e-06,,,,,,,,,,
12,0.00017782,4.4334e-06,1.0325e-05,,,,,,,,,,,,,,,,,,,,,,,,,
13,4.2552e-05,,-1.7527e-06,,,,,,,,,,,,,,,,,,,,,,,,,
14,2.0406e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,-1.3836e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
