,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,722.58,742.91,722.91,732.33,723.13,722.27,724.98,726.22,725.77,726.77,723.69,725.41,724.98,726.15,725.14,725.45,725.52,725.51,725.42,724.44,724.79,724.55,724.9,725.07,725.51,725.17,724.44,725.6,725.16
1,-666.06,-682.39,-665.41,-673.06,-666.05,-665.71,-666.06,-668.01,-667.36,-668.78,-666.1,-667.2,-666.94,-667.88,-666.93,-667.27,-667.59,-667.32,-667.3,-666.63,-666.91,-666.79,-667.09,-667.25,-667.57,-667.26,-666.66,-667.57,-667.25
2,-95.965,-98.24,-95.451,-97.253,-95.296,-94.618,-96.88,-96.161,-96.333,-95.912,-95.574,-96.154,-95.977,-96.197,-96.155,-96.1,-95.886,-96.113,-96.054,-95.773,-95.846,-95.714,-95.783,-95.779,-95.902,-95.874,-95.739,-95.976,-95.873
3,-3.5041,-3.2575,-3.2235,-3.3399,-3.1923,-3.195,-3.3111,-3.2982,-3.3082,-3.319,-3.2581,-3.2914,-3.2966,-3.3116,-3.3009,-3.3127,-3.2835,-3.3058,-3.3078,-3.2741,-3.274,-3.2864,-3.2592,-3.2765,-3.2826,-3.281,-3.2794,-3.2893,-3.2789
4,-0.011815,-0.010632,-0.010718,-0.011137,-0.010642,-0.010502,-0.011028,-0.010882,-0.010844,-0.011086,-0.010766,-0.010891,-0.010987,-0.011001,-0.010959,-0.010956,-0.01085,-0.01098,-0.011026,-0.010825,-0.010843,-0.010921,-0.010738,-0.010837,-0.010844,-0.010856,-0.010859,-0.010911,-0.010825
5,5.366,4.5759,4.6343,4.6294,4.7821,4.7801,4.8307,4.7878,4.7912,4.8153,4.7774,4.8076,4.7966,4.7971,4.8006,4.7974,4.7963,4.7913,4.8027,4.8051,4.8015,4.7989,4.7956,4.7992,4.7983,4.8012,4.8002,4.8043,4.8014
6,2.6744,2.8302,2.9729,3.0376,2.8997,2.8636,2.8621,2.9099,2.8722,2.847,2.8903,2.8584,2.8681,2.8702,2.8674,2.872,2.8678,2.8798,2.867,2.8653,2.8664,2.8722,2.8726,2.8712,2.8723,2.8688,2.8718,2.866,2.8698
7,0.10132,0.078966,0.07797,0.071371,0.082709,0.083245,0.08517,0.083472,0.084597,0.08748,0.082883,0.085896,0.085747,0.085879,0.086584,0.084634,0.084183,0.085136,0.085447,0.085486,0.086215,0.085075,0.085051,0.085386,0.085774,0.085373,0.084949,0.08552,0.08576
8,0.012849,0.020161,0.020174,0.024642,0.019826,0.019051,0.018222,0.018846,0.018192,0.016927,0.019086,0.017674,0.017753,0.017774,0.017477,0.018235,0.018344,0.018025,0.017827,0.017778,0.017507,0.017977,0.018011,0.017801,0.017657,0.017832,0.017996,0.017771,0.017669
9,2.7504e-05,-9.5092e-05,-9.8088e-05,-0.00010276,-9.6919e-05,-0.00011188,-7.7603e-05,-9.4941e-05,-9.6131e-05,-0.00010389,-0.00010458,-0.00010211,-0.00010777,-0.00010982,-0.0001074,-0.0001045,-0.00011135,-0.00010825,-0.0001093,-0.00011028,-0.00011058,-0.00011041,-0.00011033,-0.00010829,-0.00011071,-0.00010922,-0.00010929,-0.00011008,-0.00011035
10,-2.8049e-05,-2.985e-05,-4.8773e-06,-1.2424e-05,-2.1421e-05,-3.2941e-06,-2.7245e-05,-1.622e-05,-1.4692e-05,-1.0128e-05,-7.1279e-06,-7.2181e-06,-2.6509e-06,-2.5872e-06,-2.9121e-06,-6.2534e-06,-1.9056e-06,-2.7188e-06,-2.8138e-06,-2.2715e-06,-1.3969e-06,-2.2866e-06,-2.1867e-06,-2.8648e-06,-2.2544e-06,-2.2496e-06,-2.4041e-06,-2.2992e-06,-2.1779e-06
11,1.3233e-05,-4.0345e-06,-5.4563e-06,-3.1594e-06,6.6987e-07,,-1.7121e-06,-2.9295e-06,-1.5868e-06,2.6705e-06,,,,,,,,,,,,,,,,,,,
12,-5.9662e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
