,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,822.08,822.08,810.91,809.04,815.16,808.95,806.79,810.8,811.21,809.02,810.84,807.7,806.05,808.3,810.45,808.83,808.4,809.06,809.91,810.07,810.48,809.57,810.68,809.54,809.26,810.7,810.39,809.16,809.83
1,-759.31,-759.31,-749.8,-748.16,-753.37,-749.15,-746.89,-749.59,-750.52,-748.9,-750.38,-747.39,-745.96,-747.78,-749.7,-748.04,-748.08,-748.73,-749.22,-749.26,-749.6,-748.76,-749.76,-748.8,-748.58,-749.69,-749.54,-748.59,-749.02
2,-105.19,-105.19,-103.95,-103.04,-103.9,-102.13,-102.18,-103.42,-102.98,-102.38,-102.77,-102.57,-102.38,-102.78,-103.01,-103.04,-102.6,-102.6,-102.93,-103.06,-103.13,-103.05,-103.17,-102.99,-102.93,-103.24,-103.08,-102.82,-103.05
3,-3.6498,-3.6498,-3.528,-3.5795,-3.5965,-3.5121,-3.5496,-3.5868,-3.5417,-3.5416,-3.525,-3.5609,-3.5278,-3.5638,-3.5625,-3.5658,-3.5418,-3.546,-3.5761,-3.5752,-3.5749,-3.578,-3.5716,-3.5735,-3.5815,-3.5919,-3.5863,-3.5741,-3.5763
4,-0.012943,-0.012943,-0.012514,-0.012576,-0.012242,-0.011856,-0.012106,-0.012461,-0.012,-0.012026,-0.01177,-0.012188,-0.011893,-0.012113,-0.012122,-0.012106,-0.012054,-0.011958,-0.012254,-0.012216,-0.012202,-0.012229,-0.01213,-0.012205,-0.012247,-0.012306,-0.012281,-0.012218,-0.012192
5,5.536,5.536,5.1124,5.2381,5.3209,5.418,5.4283,5.3559,5.3863,5.3264,5.3642,5.3634,5.3578,5.361,5.3674,5.3678,5.3631,5.3791,5.3719,5.3754,5.368,5.3684,5.3727,5.3685,5.3681,5.3666,5.3751,5.3736,5.3708
6,3.0069,3.0069,3.3177,3.1971,3.1364,3.1135,3.1123,3.1799,3.1463,3.2005,3.1591,3.1659,3.1632,3.1616,3.16,3.1573,3.157,3.1416,3.1541,3.1467,3.1529,3.1526,3.1545,3.1551,3.1543,3.1566,3.1488,3.1522,3.1521
7,0.099429,0.099429,0.078157,0.094677,0.0991,0.10499,0.10052,0.09594,0.09226,0.09153,0.092815,0.092154,0.09257,0.094446,0.091594,0.092885,0.093969,0.094966,0.094132,0.093603,0.093619,0.09413,0.094372,0.094141,0.093708,0.09391,0.094395,0.093825,0.094332
8,0.024038,0.024038,0.027306,0.019993,0.018609,0.01695,0.01823,0.019479,0.021201,0.021644,0.021029,0.021128,0.021044,0.020175,0.021494,0.020936,0.020435,0.020043,0.02029,0.020565,0.020592,0.020319,0.020238,0.02034,0.020551,0.020438,0.020242,0.020399,0.020262
9,0.00074029,0.00074029,2.2472e-05,-0.00010221,-7.2589e-05,-0.00010854,-7.7809e-05,-0.00012853,-8.2669e-05,-0.00011754,-0.00010358,-0.00012483,-0.00013582,-0.00010726,-0.00011847,-0.00012839,-0.00012856,-0.0001302,-0.00012617,-0.00012142,-0.00012747,-0.00011734,-0.0001372,-0.00013361,-0.00013875,-0.00012677,-0.00013636,-0.00014162,-0.0001357
10,0.00085776,0.00085776,-5.4418e-05,-4.5337e-05,-4.8041e-05,-2.9578e-05,-5.4199e-05,-3.3157e-05,-3.4308e-05,-2.6011e-05,-2.878e-05,-1.6915e-05,-7.5099e-06,-2.7571e-05,-2.2862e-05,-1.1449e-05,-1.0104e-05,-1.1169e-05,-1.6272e-05,-1.9484e-05,-1.0881e-05,-2.0679e-05,-5.6136e-06,-6.2192e-06,-4.4516e-06,-1.179e-05,-5.5899e-06,-5.269e-06,-6.3689e-06
11,-2.4776e-05,-2.4776e-05,-1.807e-06,-4.2603e-06,3.4218e-07,-5.4578e-06,9.044e-07,-4.3049e-06,-3.5412e-06,-2.2754e-06,-2.8325e-06,-1.5107e-06,,-3.1705e-06,-1.8172e-06,7.7046e-07,-3.4009e-07,1.8209e-06,-7.1384e-07,-1.5764e-06,1.6403e-06,-5.1432e-07,,,,1.194e-06,,,
12,1.1303e-05,1.1303e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.7795e-07,2.7795e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
