,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,296.13,294.26,279.6,286.93,296.12,288.86,294.25,290.11,288.91,292.52,289.57,288.8,292.34,290.7,291.01,288.71,291.2,289.28,289.46,291.76
1,-275.5,-274.6,-263.14,-268.47,-275.67,-270.53,-275.04,-271.51,-270.78,-273.97,-271.06,-270.47,-273.18,-271.88,-272.21,-270.41,-272.2,-270.81,-270.92,-272.66
2,-36.256,-37.664,-34.389,-36.221,-38.119,-36.125,-36.939,-36.358,-35.906,-36.271,-36.255,-36.098,-36.876,-36.566,-36.545,-36.061,-36.737,-36.221,-36.29,-36.832
3,-0.61709,-0.61709,-0.51218,-0.57652,-0.65884,-0.58535,-0.61232,-0.58956,-0.55137,-0.58904,-0.58355,-0.57363,-0.60985,-0.59257,-0.58968,-0.57415,-0.59619,-0.58089,-0.5863,-0.60028
4,-0.00072717,-0.00072672,-0.00054179,-0.00060683,-0.00074853,-0.00064507,-0.00068936,-0.00064821,-0.00057623,-0.00065902,-0.00063997,-0.00061495,-0.00068123,-0.00064582,-0.00065144,-0.00062218,-0.00065164,-0.00063281,-0.00063975,-0.00066549
5,2.4438,2.0484,2.0685,2.0054,2.0669,2.0999,2.1139,2.0936,2.1062,2.1074,2.089,2.0873,2.0873,2.0757,2.0802,2.0811,2.0875,2.088,2.0762,2.0844
6,1.5258,1.274,1.2792,1.3919,1.3473,1.3217,1.273,1.3254,1.2913,1.2864,1.3255,1.3206,1.3287,1.3312,1.3264,1.3252,1.3166,1.3155,1.3201,1.3177
7,0.056188,0.041535,0.04225,0.03862,0.041162,0.045805,0.047406,0.046736,0.047689,0.048987,0.046195,0.04378,0.045669,0.043305,0.042786,0.043942,0.043637,0.044946,0.04382,0.044686
8,0.0047457,0.0066636,0.0067919,0.0083993,0.006928,0.0058678,0.0049809,0.0055289,0.0049067,0.0042328,0.0056198,0.0065391,0.0057671,0.0067334,0.0069117,0.0064723,0.0065823,0.0060526,0.0065055,0.0061413
9,-3.2879e-05,-1.2528e-05,-1.0248e-05,5.1973e-05,4.7952e-05,-3.1048e-05,-3.3133e-05,-2.0706e-05,-1.6215e-05,-2.3629e-05,-1.4261e-05,-7.787e-06,-2.0264e-05,-9.2706e-06,-6.1259e-06,-1.364e-05,-8.9572e-06,-1.774e-05,-1.2501e-05,-1.3356e-05
10,-4.4943e-06,3.5819e-06,5.7701e-06,7.8744e-06,1.918e-05,4.5734e-06,5.2841e-06,1.717e-06,2.5513e-06,9.4097e-07,5.5258e-07,,1.6311e-06,,,1.4966e-06,,1.5099e-06,1.7979e-06,1.461e-06
11,,,,,6.7083e-06,,,,,,,,,,,,,,,
