1	0.6285448333333337
3	0.037125333333333455
4	0.006778166666666863
6	0.018334166666666984
9	0.004390166666666584
10	0.006595333333333286
30	0.0017786666666665951
30	0.0017786666666665951
40	0.0023363333333334957
42	0.00016433333333365496
56	0.0007323333333335569
56	0.0007323333333335569
72	0.0008423333333333893
84	0.00038999999999989043
110	0.0003018333333333345
128	4.166666666671759e-05
144	0.00017966666666646702
180	0.00043299999999968364
198	0.0007711666666665451
220	0.0006178333333335395
