,0,1,2,3,4,5,6,7,8
0,357.92,366.97,359.0,364.73,363.76,366.4,363.86,363.47,361.69
1,-421.27,-428.57,-422.14,-426.79,-425.71,-428.02,-426.15,-425.55,-423.82
2,-39.997,-42.383,-40.464,-41.682,-41.845,-42.067,-41.514,-41.735,-41.578
3,-1.2512,-1.2665,-1.2061,-1.2478,-1.284,-1.3111,-1.2589,-1.2521,-1.2712
4,-0.035342,-0.041307,-0.039932,-0.040538,-0.044286,-0.043376,-0.041768,-0.041075,-0.041581
5,4.1037,4.4014,4.5283,4.4812,4.4129,4.4197,4.3533,4.3704,4.3884
6,1.2582,1.438,1.2604,1.4124,1.4885,1.4484,1.4445,1.4299,1.4153
7,0.01763,0.011331,0.017072,0.016975,0.015301,0.013989,0.018266,0.016681,0.019505
8,0.0053895,0.0071158,0.0049334,0.0020469,0.0033453,0.0042956,0.0017718,0.0027261,0.0013732
9,1.9159e-05,1.8319e-05,-1.6018e-05,0.00012883,-3.2711e-05,-0.0001318,-5.6038e-05,-3.7396e-05,-4.7304e-05
10,4.1818e-05,-3.0066e-05,-8.0195e-05,-7.7283e-05,-8.3214e-05,-8.2729e-06,-5.7658e-05,-7.9391e-05,-6.6951e-05
11,-2.2518e-06,-1.0982e-06,-9.9388e-07,1.9807e-06,-1.8335e-06,,1.1834e-06,-6.3017e-07,1.2383e-06
