,0,1,2,3,4,5,6,7,8,9
0,269.79,265.2,262.31,263.38,262.36,262.69,261.91,262.53,262.27,263.0
1,-339.47,-337.54,-334.83,-335.39,-334.96,-335.17,-334.46,-334.86,-334.84,-335.27
2,-40.353,-39.241,-39.241,-39.493,-39.074,-39.141,-39.076,-39.306,-39.067,-39.357
3,-1.8077,-1.8897,-1.7992,-1.8514,-1.8132,-1.851,-1.8372,-1.8423,-1.8416,-1.8534
4,-0.023806,-0.025877,-0.024704,-0.025526,-0.024974,-0.025408,-0.025334,-0.025376,-0.025375,-0.02553
5,14.753,15.209,14.823,14.272,14.426,14.424,14.425,14.436,14.427,14.428
6,0.63515,0.59004,0.46043,0.49878,0.56775,0.5861,0.57233,0.56702,0.57407,0.57581
7,0.12018,0.10935,0.10016,0.11337,0.10881,0.10799,0.10939,0.10792,0.10701,0.10751
8,0.0042669,0.0052292,0.0047675,0.0016584,0.0050606,0.0070336,0.0058768,0.0058935,0.0068828,0.0076756
9,0.015167,0.0076541,0.0078718,0.0038436,0.0027824,0.0020386,0.0020756,0.0025805,0.0021754,0.0013895
10,0.00088596,0.00047947,0.00023477,0.00014038,0.00056613,0.00060202,0.00052739,0.00051074,0.00074274,0.00078885
11,-0.00036974,0.00085709,0.00062502,0.00060187,0.00087516,0.0010492,0.00075923,0.00097369,0.00091767,0.00066001
12,0.0001684,0.00021669,0.00010744,6.9959e-05,4.1829e-05,6.4673e-05,4.1811e-05,4.7621e-05,6.4242e-05,6.5372e-05
13,3.4696e-05,0.0004183,0.00017153,7.7687e-05,8.6338e-05,0.00013147,0.00010202,0.00010439,0.00010183,0.00012182
14,0.00011939,5.0176e-05,1.0778e-05,5.9206e-06,4.9021e-06,6.225e-06,4.6565e-06,6.0273e-06,5.8888e-06,6.3808e-06
15,1.1197e-05,2.5673e-05,3.3026e-06,,,,,,,
16,1.6764e-05,2.3576e-06,,,,,,,,
17,3.3239e-06,,,,,,,,,
