,0,1
0,262.31,263.05
1,-334.65,-335.14
2,-39.01,-39.248
3,-1.7977,-1.8081
4,-0.024102,-0.024314
5,14.421,14.407
6,0.5637,0.57526
7,0.11144,0.10936
8,-0.025845,-0.021946
9,0.031242,0.02875
10,0.00066359,0.0007759
11,0.0012072,0.0011764
12,0.00013902,0.00017096
13,7.5914e-05,0.00012281
14,4.758e-05,2.8581e-05
15,5.7688e-06,1.1233e-05
16,,2.9381e-06
