,0,1,2,3,4,5,6
0,26.458,27.868,28.466,28.332,28.3,28.555,28.572
1,-52.648,-53.855,-54.658,-54.442,-54.499,-54.707,-54.72
2,-4.5208,-4.8924,-4.7197,-4.801,-4.7144,-4.7614,-4.7652
3,-0.038956,-0.043361,-0.039428,-0.042204,-0.04021,-0.040624,-0.040698
4,-1.6399e-05,-1.6966e-05,-1.5573e-05,-1.6699e-05,-1.591e-05,-1.5957e-05,-1.6053e-05
5,3.6839,3.8689,3.911,3.8937,3.8985,3.8978,3.8986
6,0.095678,0.19138,0.1831,0.19611,0.19016,0.19168,0.19192
7,0.029174,0.035011,0.031054,0.033706,0.032651,0.033261,0.031939
8,-4.0772e-06,-0.00032777,0.0016311,0.000543,0.0008693,0.00058327,0.0014937
9,2.4591e-05,1.6902e-05,0.0002235,0.00016847,0.00018361,0.00011513,0.0001579
10,8.5278e-05,0.00016651,1.4159e-05,7.2657e-05,1.6684e-05,9.957e-05,4.6635e-05
11,1.4302e-05,3.4273e-06,5.5029e-06,4.5093e-06,1.3158e-05,8.6469e-06,1.3733e-05
12,-6.6369e-08,,,,-1.7036e-06,,-1.9643e-06
