,0,1,2,3,4,5,6
0,101.73,100.46,100.95,101.55,101.05,100.97,101.1
1,-144.16,-143.23,-143.86,-144.21,-143.81,-143.8,-143.96
2,-18.478,-18.503,-18.423,-18.666,-18.579,-18.512,-18.482
3,-0.58963,-0.57252,-0.56533,-0.57276,-0.56676,-0.56608,-0.56216
4,-0.0033187,-0.0032097,-0.0031719,-0.0031957,-0.0031778,-0.0031728,-0.003154
5,7.382,7.7573,7.8414,7.8069,7.8164,7.815,7.8168
6,0.17912,0.36813,0.35131,0.37789,0.36578,0.36896,0.36923
7,0.056833,0.064824,0.057837,0.062462,0.060271,0.061497,0.059258
8,-0.00018976,-2.2918e-05,0.0026301,0.0010692,0.001784,0.0012498,0.0024465
9,-2.8972e-05,-9.2931e-05,8.497e-05,1.7015e-05,4.3571e-06,0.00021648,0.00044623
10,1.713e-05,6.4857e-06,0.00065315,0.00028605,0.00043993,0.00010554,0.000166
11,1.8728e-05,3.0875e-05,4.1462e-05,3.0248e-05,2.923e-05,4.8779e-05,3.1079e-05
12,4.9395e-06,5.8677e-05,1.1328e-06,2.4991e-05,1.2803e-05,-9.222e-07,1.5449e-05
13,,-3.6769e-07,,-2.3947e-06,-1.8574e-06,,-2.4631e-06
