,0,1,2,3,4,5,6
0,28.643,28.605,28.551,28.422,28.731,28.465,28.415
1,-54.633,-54.738,-54.652,-54.533,-54.846,-54.609,-54.585
2,-4.3164,-4.731,-4.8064,-4.7971,-4.799,-4.7689,-4.744
3,-0.033124,-0.041084,-0.042485,-0.041978,-0.041506,-0.040478,-0.040481
4,-1.2276e-05,-1.6102e-05,-1.6731e-05,-1.6829e-05,-1.6404e-05,-1.5818e-05,-1.6041e-05
5,3.3278,3.7815,3.9057,3.8916,3.8997,3.8967,3.8985
6,0.057051,0.21364,0.18619,0.19738,0.19199,0.19217,0.19204
7,0.021197,0.038958,0.034806,0.030209,0.031787,0.032619,0.032019
8,-0.00013633,0.00025999,-0.00032991,0.0034287,0.0014661,0.00097837,0.0014474
9,2.0911e-06,6.7738e-05,5.5061e-05,0.00019507,0.00016792,0.0001851,0.0001884
10,9.3436e-05,6.5639e-06,0.00012259,9.9558e-06,7.7162e-05,3.1451e-05,2.8398e-05
11,1.3185e-05,,3.7056e-06,,1.3864e-05,9.3878e-06,1.14e-05
12,-1.1634e-07,,,,-1.5371e-06,,-1.3821e-06
