,0,1,2,3,4,5,6,7,8,9
0,50.931,50.627,49.97,50.476,50.009,50.297,50.655,50.365,50.371,50.352
1,-83.065,-82.62,-81.967,-82.542,-82.103,-82.404,-82.687,-82.473,-82.462,-82.445
2,-9.0399,-9.1133,-9.0967,-9.0387,-9.0132,-9.0059,-9.0792,-9.0058,-9.0217,-9.0213
3,-0.15374,-0.15565,-0.15876,-0.15406,-0.15307,-0.15116,-0.15362,-0.152,-0.15332,-0.15316
4,-0.00028052,-0.00028843,-0.0002938,-0.00028747,-0.0002839,-0.00028133,-0.00028745,-0.00028221,-0.00028542,-0.00028482
5,5.3399,5.2159,5.1855,5.194,5.1908,5.1967,5.1975,5.1974,5.1969,5.1976
6,0.26298,0.25226,0.259,0.2568,0.26266,0.25691,0.25942,0.25709,0.25688,0.25658
7,0.036459,0.04303,0.044751,0.043474,0.043129,0.042327,0.040986,0.041908,0.041934,0.04198
8,0.0064115,0.00051853,0.00023608,0.00057312,0.001115,0.0013214,0.0023647,0.0016176,0.0016137,0.0015438
9,-9.1146e-05,2.6091e-05,2.5744e-05,0.00011872,0.00013665,0.00013725,0.0001246,0.00018952,0.00015513,0.00018834
10,0.00022425,0.00015479,0.00017336,9.4569e-05,0.0001288,7.9874e-05,5.9242e-05,1.5166e-05,4.3081e-05,1.6851e-05
11,1.725e-05,3.8741e-05,1.9545e-05,2.8013e-05,2.0539e-05,2.8634e-05,2.9164e-05,2.6302e-05,3.0808e-05,2.7711e-05
12,2.7001e-05,4.2343e-06,1.0483e-05,1.417e-06,4.431e-06,-2.339e-07,3.1231e-08,-2.3637e-06,-4.4918e-07,-4.6126e-07
13,-3.8494e-07,,-2.2469e-06,,,,,,,
