,0,1,2,3,4,5,6,7,8,9
0,290.78,291.55,290.06,290.58,291.01,291.11,290.52,290.54,290.4,290.81
1,-272.14,-272.48,-271.35,-271.88,-272.1,-272.2,-271.78,-271.78,-271.65,-272.04
2,-36.384,-36.804,-36.454,-36.448,-36.641,-36.645,-36.483,-36.506,-36.489,-36.51
3,-0.58304,-0.60433,-0.59019,-0.58843,-0.59418,-0.59407,-0.59095,-0.59081,-0.591,-0.59095
4,-0.00062691,-0.00066865,-0.00064834,-0.00064336,-0.0006529,-0.00065069,-0.00064893,-0.0006485,-0.00064828,-0.00064891
5,2.0343,2.0704,2.0814,2.085,2.0804,2.0828,2.0835,2.0846,2.0839,2.0839
6,1.3553,1.3378,1.3228,1.3219,1.3241,1.3224,1.3208,1.32,1.3206,1.3207
7,0.039228,0.040937,0.044251,0.044714,0.044608,0.04412,0.04411,0.044408,0.044435,0.044298
8,0.0087014,0.0078368,0.0064805,0.0062529,0.0062783,0.0064056,0.0064469,0.0062949,0.0063195,0.0063472
9,5.1217e-06,5.0989e-06,-1.4947e-05,-1.5253e-05,-1.271e-05,-7.7727e-06,-1.1064e-05,-1.0257e-05,-1.194e-05,-9.8011e-06
10,,,3.9947e-06,1.9362e-06,1.7988e-06,1.7346e-06,2.3128e-06,2.5077e-06,2.7509e-06,2.6664e-06
