,0,1,2,3,4,5,6,7,8,9
0,104.15,102.21,104.04,103.99,103.76,103.44,103.72,103.31,103.52,103.39
1,-105.48,-103.68,-105.27,-105.25,-105.02,-104.78,-105.03,-104.63,-104.84,-104.69
2,-7.743,-7.6562,-7.901,-7.8755,-7.8722,-7.8002,-7.8192,-7.8119,-7.8174,-7.8296
3,-0.033089,-0.032657,-0.03474,-0.034214,-0.034547,-0.033649,-0.033869,-0.033776,-0.033849,-0.034057
4,-2.4876e-06,-2.6419e-06,-2.8954e-06,-2.8664e-06,-2.8679e-06,-2.7615e-06,-2.7905e-06,-2.7869e-06,-2.785e-06,-2.819e-06
5,1.0138,1.0509,1.0327,1.039,1.0333,1.0385,1.0378,1.0387,1.038,1.038
6,0.68372,0.64539,0.66365,0.66035,0.66563,0.66196,0.66337,0.66299,0.66387,0.66393
7,0.020828,0.025154,0.022428,0.022752,0.022113,0.022663,0.022795,0.023091,0.023088,0.022956
8,0.0042091,0.0021158,0.0033322,0.0031459,0.0035051,0.0032281,0.0031992,0.0030538,0.0030673,0.0030997
9,6.2099e-06,-6.5849e-06,2.7207e-06,-3.9538e-07,-2.3229e-06,-1.3601e-06,-3.6612e-06,-2.9001e-06,-3.1819e-06,-1.4458e-06
