,0,1,2,3,4,5,6
0,474.47,472.92,472.4,471.59,471.3,471.97,471.51
1,-432.35,-431.91,-431.34,-430.96,-430.71,-431.1,-430.85
2,-67.638,-66.721,-66.738,-66.334,-66.306,-66.572,-66.375
3,-1.9134,-1.793,-1.8147,-1.785,-1.7837,-1.7966,-1.7862
4,-0.004661,-0.0041111,-0.0042141,-0.004107,-0.0041028,-0.0041568,-0.0041073
5,3.1741,3.1272,3.1434,3.1417,3.1458,3.148,3.1473
6,1.9578,1.9885,1.9699,1.9687,1.9645,1.9625,1.9633
7,0.068601,0.057678,0.062799,0.062632,0.061955,0.062313,0.062285
8,0.0079554,0.012216,0.0099191,0.010017,0.010232,0.010071,0.010094
9,-6.765e-05,-3.1027e-05,-5.503e-05,-5.4265e-05,-4.9339e-05,-5.0846e-05,-5.0569e-05
10,-3.5768e-06,1.2535e-06,8.4735e-07,7.6014e-07,3.8855e-07,4.1525e-07,4.5083e-07
