,0,1
0,892.21,891.33
1,-830.81,-829.87
2,-108.17,-108.22
3,-3.6385,-3.6534
4,-0.012388,-0.012499
5,5.9208,5.9287
6,3.4397,3.4526
7,0.10143,0.099699
8,0.023697,0.024163
9,-0.00014055,-0.00019641
10,-4.0682e-05,-3.3973e-06
11,7.3792e-06,7.0603e-07
