,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,24.697,24.475,24.339,24.523,24.006,24.199,23.815,24.163,24.225,24.184,24.118,24.094,24.066,24.24,24.113,24.235
1,-28.533,-28.334,-28.194,-28.359,-27.873,-28.055,-27.691,-28.026,-28.08,-28.043,-27.983,-27.957,-27.93,-28.1,-27.978,-28.096
2,-0.73601,-0.7234,-0.73018,-0.74789,-0.71537,-0.72704,-0.70786,-0.72034,-0.72774,-0.72405,-0.71784,-0.71989,-0.71822,-0.72272,-0.71785,-0.72193
3,-0.00030793,-0.0003317,-0.00032559,-0.00034332,-0.00031408,-0.00033453,-0.00031194,-0.00032692,-0.00033212,-0.00033343,-0.00032031,-0.00032605,-0.00032541,-0.00032826,-0.0003227,-0.00032559
4,-1.2283e-09,-1.0184e-09,-7.2691e-10,-1.3538e-09,-1.4386e-09,-1.3963e-09,-7.1964e-10,-1.4636e-09,-1.5082e-09,-1.8183e-09,-1.3681e-09,-1.1421e-09,-6.1141e-10,-9.1381e-10,-9.2882e-10,-9.6566e-10
5,0.52402,0.50686,0.52004,0.51591,0.51749,0.51862,0.51866,0.51952,0.51797,0.51837,0.51866,0.51898,0.51903,0.51915,0.51947,0.51939
6,0.33016,0.3401,0.3359,0.33569,0.33148,0.33196,0.33246,0.33172,0.33256,0.33227,0.3322,0.33184,0.33159,0.33144,0.33116,0.33126
7,0.012626,0.010231,0.011442,0.010701,0.01097,0.011544,0.011672,0.011664,0.011647,0.011639,0.011532,0.011516,0.011522,0.011514,0.011579,0.011583
8,0.0012269,0.0021598,0.0015755,0.0019251,0.0018202,0.0015838,0.0015089,0.0015253,0.0015229,0.001531,0.0015539,0.0015621,0.0015644,0.0015733,0.0015445,0.0015462
9,1.4948e-06,5.5427e-06,7.8223e-06,5.5653e-06,3.2549e-06,1.1611e-06,1.516e-06,1.1463e-06,1.9023e-06,1.7792e-06,3.1844e-06,2.9103e-06,2.5644e-06,1.9386e-06,1.9297e-06,1.7206e-06
