,0,1,2,3,4,5,6
0,197.17,195.97,194.37,196.1,195.58,194.95,195.55
1,-189.39,-188.66,-187.47,-188.82,-188.3,-187.85,-188.33
2,-21.108,-20.858,-20.478,-20.843,-20.85,-20.672,-20.79
3,-0.2157,-0.20935,-0.20079,-0.20964,-0.21002,-0.20548,-0.20908
4,-0.0001016,-0.00010231,-9.5912e-05,-0.00010194,-0.0001024,-9.9291e-05,-0.00010171
5,1.6088,1.5831,1.5569,1.5536,1.559,1.5599,1.5601
6,0.92077,0.96808,1.0039,1.004,1.0004,0.99966,1.0003
7,0.034794,0.036762,0.031349,0.032161,0.03281,0.033417,0.033381
8,0.0041597,0.0032035,0.0056509,0.0053821,0.0050525,0.0047764,0.0047881
9,-4.7713e-06,-7.5623e-06,1.5884e-05,7.8003e-07,3.2239e-06,5.003e-07,1.5631e-06
10,,,1.5657e-06,,,,
