,0,1,2,3,4
0,642.44,640.89,640.75,641.53,641.7
1,-589.0,-587.11,-586.87,-587.66,-587.7
2,-87.028,-87.545,-87.639,-87.644,-87.779
3,-2.8047,-2.8766,-2.8946,-2.8846,-2.8847
4,-0.0083812,-0.0088079,-0.0088456,-0.0087577,-0.008779
5,4.147,4.2261,4.2273,4.2448,4.2464
6,2.6532,2.5705,2.5792,2.5706,2.5721
7,0.071778,0.076878,0.07603,0.078388,0.07933
8,0.018266,0.015265,0.015819,0.014768,0.014321
9,-2.9744e-05,-7.7184e-05,-9.0153e-05,-9.261e-05,-9.3532e-05
10,-3.0916e-05,-1.8381e-05,-5.9256e-06,-4.4474e-06,-4.7895e-06
11,1.273e-06,7.1533e-07,,,
