"x","y"
0.065483268959088,-0.621815825290399
0.0856446398314717,-0.645279900267921
0.105806010703855,-0.668775444337537
0.125967381576239,-0.692299691770073
0.146128752448623,-0.715849876836359
0.166290123321006,-0.739423233807221
0.18645149419339,-0.763016996953489
0.206612865065774,-0.78662840054599
0.226774235938157,-0.810254678855552
0.246935606810541,-0.833893066153003
0.267096977682925,-0.857540796709172
0.287258348555308,-0.881195104794886
0.307419719427692,-0.904853224680973
0.327581090300076,-0.928512390638262
0.347742461172459,-0.95216983693758
0.367903832044843,-0.975822797849755
0.388065202917227,-0.999468507645616
0.40822657378961,-1.02310420059599
0.428387944661994,-1.04672711097171
0.448549315534378,-1.07033447304359
0.468710686406762,-1.09392352108248
0.488872057279145,-1.11749148935918
0.509033428151529,-1.14103561214455
0.529194799023913,-1.16455312370939
0.549356169896296,-1.18804125832455
0.56951754076868,-1.21149725026084
0.589678911641063,-1.2349183337891
0.609840282513447,-1.25830174318015
0.630001653385831,-1.28164471270482
0.650163024258214,-1.30494447663395
0.670324395130598,-1.32819826923835
0.690485766002982,-1.35140332478886
0.710647136875366,-1.3745568775563
0.730808507747749,-1.3977187874531
0.750969878620133,-1.42096159823366
0.771131249492517,-1.44427447137506
0.7912926203649,-1.46764625299667
0.811453991237284,-1.49106578921788
0.831615362109668,-1.51452192615806
0.851776732982051,-1.53800350993661
0.871938103854435,-1.56149938667291
0.892099474726819,-1.58499840248634
0.912260845599202,-1.60848940349628
0.932422216471586,-1.63196123582212
0.95258358734397,-1.65540274558323
0.972744958216353,-1.67880277889902
0.992906329088737,-1.70215018188884
1.01306769996112,-1.7254338006721
1.0332290708335,-1.74864248136817
1.05339044170589,-1.77176507009643
1.07355181257827,-1.79479041297628
1.09371318345066,-1.81770735612708
1.11387455432304,-1.84050474566824
1.13403592519542,-1.86317237794696
1.15419729606781,-1.88602512641753
1.17435866694019,-1.90926917503926
1.19452003781257,-1.93282825757831
1.21468140868496,-1.9566261078008
