,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,323.07,323.07,321.21,320.41,320.66,320.66,320.86,320.62,320.62,320.7,321.24,321.15,321.15,321.22,320.67,320.82,320.82,320.82,321.08,320.78
1,-333.12,-333.12,-331.47,-330.38,-330.85,-330.85,-330.94,-330.72,-330.72,-330.86,-331.3,-331.27,-331.27,-331.34,-330.84,-330.97,-330.97,-330.97,-331.25,-330.94
2,-28.71,-28.71,-28.592,-28.909,-28.781,-28.781,-28.86,-28.858,-28.858,-28.721,-28.8,-28.746,-28.746,-28.749,-28.73,-28.743,-28.743,-28.743,-28.715,-28.724
3,-1.1781,-1.1781,-1.0961,-1.0919,-1.0175,-1.0175,-1.0453,-1.0342,-1.0342,-1.1033,-1.1252,-1.1097,-1.1097,-1.1141,-1.0845,-1.0978,-1.0978,-1.0978,-1.0982,-1.0989
4,-0.029756,-0.029756,-0.026939,-0.024178,-0.021686,-0.021686,-0.021596,-0.023445,-0.023445,-0.026208,-0.024874,-0.025492,-0.025492,-0.025191,-0.024203,-0.024707,-0.024707,-0.024707,-0.025284,-0.023991
5,1.0387,1.0387,1.0565,1.0562,1.058,1.058,1.0575,1.0555,1.0555,1.0564,1.0555,1.0555,1.0555,1.056,1.0559,1.0559,1.0559,1.0559,1.0558,1.0558
6,0.27098,0.27098,0.27968,0.28328,0.28128,0.28128,0.28299,0.28217,0.28217,0.28129,0.2822,0.28173,0.28173,0.28171,0.28197,0.28174,0.28174,0.28174,0.28176,0.28182
7,-0.0123,-0.0123,-0.012786,-0.012445,-0.012609,-0.012609,-0.012613,-0.012475,-0.012475,-0.012561,-0.012512,-0.012509,-0.012509,-0.012602,-0.012591,-0.012558,-0.012558,-0.012558,-0.012575,-0.012538
8,0.001873,0.001873,0.002446,0.0020919,0.0021636,0.0021636,0.0022949,0.0020917,0.0020917,0.0020888,0.0021156,0.0020611,0.0020611,0.0021683,0.0021621,0.002137,0.002137,0.002137,0.0021385,0.0021286
9,6.5802e-05,6.5802e-05,4.2464e-05,3.6322e-05,5.8326e-05,5.8326e-05,6.1569e-05,6.9323e-05,6.9323e-05,7.0566e-05,6.9874e-05,6.8996e-05,6.8996e-05,6.5412e-05,6.3553e-05,6.7302e-05,6.7302e-05,6.7302e-05,6.4902e-05,6.3552e-05
10,6.3257e-06,6.3257e-06,2.349e-05,3.9426e-05,1.1696e-05,1.1696e-05,7.9454e-06,3.787e-06,3.787e-06,3.8271e-06,3.6084e-06,5.0407e-06,5.0407e-06,6.5473e-06,8.5438e-06,4.4535e-06,4.4535e-06,4.4535e-06,7.1474e-06,8.4692e-06
11,-5.8248e-07,-5.8248e-07,-2.3358e-06,-1.9991e-06,-9.3442e-07,-9.3395e-07,-1.6322e-06,-8.9091e-07,-8.9091e-07,-7.2652e-07,-9.4892e-07,-7.691e-07,-7.691e-07,-9.9479e-07,-1.11e-06,-8.9842e-07,-8.9842e-07,-8.9842e-07,-9.2429e-07,-9.5786e-07
12,,,-2.2672e-06,-2.3928e-06,,,-2.7923e-06,,,,,,,,-2.2103e-06,,,,,
13,,,1.1683e-07,2.7344e-07,,,-3.4919e-07,,,,,,,,-7.8461e-07,,,,,
