,0,1,2
0,94.575,95.062,95.61
1,-187.46,-187.83,-188.39
2,-13.302,-13.509,-13.506
3,-0.16515,-0.17173,-0.17001
4,-0.00018866,-0.00019878,-0.00019815
5,11.995,11.944,11.953
6,1.3226,1.3843,1.3765
7,0.063142,0.060896,0.05947
8,0.026832,0.031259,0.031394
9,0.00010306,-0.00028435,0.00077814
10,-0.0002026,0.0014287,0.0011124
11,2.0357e-05,8.852e-05,5.9375e-05
12,6.2504e-05,8.6926e-05,3.5476e-05
13,2.8319e-06,1.53e-06,1.2304e-06
