,0,1,2
0,91.93,93.177,93.827
1,-181.49,-182.76,-183.39
2,-6.2669,-6.2728,-6.2892
3,-0.027003,-0.026678,-0.026881
4,-0.00013946,-0.00013846,-0.0001394
5,3.4369,3.442,3.4435
6,1.338,1.3605,1.3555
7,0.0058522,0.00094057,-0.00016685
8,0.0013692,0.0055903,0.0067722
9,-1.6809e-05,-4.246e-05,-6.5635e-05
10,5.9001e-06,1.0426e-05,1.2422e-05
11,,-1.5802e-06,-1.9444e-06
